Ayan01G000010.1	Acyan01G0000100.1
Ayan10G005020.1	Acyan10G0050200.1
Ayan10G005030.1	Acyan10G0050300.1
Ayan10G005040.1	Acyan10G0050400.1
Ayan10G005050.1	Acyan10G0050500.1
Ayan10G005060.1	Acyan10G0050600.1
Ayan10G005070.1	Acyan10G0050700.1
Ayan10G005080.1	Acyan10G0050800.1
Ayan10G005090.1	Acyan10G0050900.1
Ayan10G005100.1	Acyan10G0051000.1
Ayan10G005110.1	Acyan10G0051100.1
Ayan10G005120.1	Acyan10G0051200.1
Ayan10G005130.1	Acyan10G0051300.1
Ayan10G005140.1	Acyan10G0051400.1
Ayan10G005150.1	Acyan10G0051500.1
Ayan10G005160.1	Acyan10G0051600.1
Ayan10G005170.1	Acyan10G0051700.1
Ayan10G005180.1	Acyan10G0051800.1
Ayan10G005190.1	Acyan10G0051900.1
Ayan10G005200.1	Acyan10G0052000.1
Ayan10G005210.1	Acyan10G0052100.1
Ayan10G005220.1	Acyan10G0052200.1
Ayan10G005230.1	Acyan10G0052300.1
Ayan10G005240.1	Acyan10G0052400.1
Ayan10G005250.1	Acyan10G0052500.1
Ayan10G005260.1	Acyan10G0052600.1
Ayan10G005270.1	Acyan10G0052700.1
Ayan10G005280.1	Acyan10G0052800.1
Ayan10G005290.1	Acyan10G0052900.1
Ayan10G005300.1	Acyan10G0053000.1
Ayan10G005310.1	Acyan10G0053100.1
Ayan10G005320.1	Acyan10G0053200.1
Ayan10G005330.1	Acyan10G0053300.1
Ayan10G005340.1	Acyan10G0053400.1
Ayan10G005350.1	Acyan10G0053500.1
Ayan10G005360.1	Acyan10G0053600.1
Ayan10G005370.1	Acyan10G0053700.1
Ayan10G005380.1	Acyan10G0053800.1
Ayan10G005390.1	Acyan10G0053900.1
Ayan10G005400.1	Acyan10G0054000.1
Ayan10G005410.1	Acyan10G0054100.1
Ayan10G005420.1	Acyan10G0054200.1
Ayan10G005430.1	Acyan10G0054300.1
Ayan10G005440.1	Acyan10G0054400.1
Ayan10G005450.1	Acyan10G0054500.1
Ayan10G005460.1	Acyan10G0054600.1
Ayan10G005470.1	Acyan10G0054700.1
Ayan10G005480.1	Acyan10G0054800.1
Ayan10G005490.1	Acyan10G0054900.1
Ayan10G005500.1	Acyan10G0055000.1
Ayan10G005510.1	Acyan10G0055100.1
Ayan10G005520.1	Acyan10G0055200.1
Ayan10G005530.1	Acyan10G0055300.1
Ayan10G005540.1	Acyan10G0055400.1
Ayan10G005550.1	Acyan10G0055500.1
Ayan10G005560.1	Acyan10G0055600.1
Ayan10G005570.1	Acyan10G0055700.1
Ayan10G005580.1	Acyan10G0055800.1
Ayan10G005590.1	Acyan10G0055900.1
Ayan10G005600.1	Acyan10G0056000.1
Ayan10G005610.1	Acyan10G0056100.1
Ayan10G005620.1	Acyan10G0056200.1
Ayan10G005630.1	Acyan10G0056300.1
Ayan10G005640.1	Acyan10G0056400.1
Ayan10G005650.1	Acyan10G0056500.1
Ayan10G005660.1	Acyan10G0056600.1
Ayan10G005670.1	Acyan10G0056700.1
Ayan10G005680.1	Acyan10G0056800.1
Ayan10G005690.1	Acyan10G0056900.1
Ayan10G005700.1	Acyan10G0057000.1
Ayan10G005710.1	Acyan10G0057100.1
Ayan10G005720.1	Acyan10G0057200.1
Ayan10G005730.1	Acyan10G0057300.1
Ayan10G005740.1	Acyan10G0057400.1
Ayan10G005750.1	Acyan10G0057500.1
Ayan10G005760.1	Acyan10G0057600.1
Ayan10G005770.1	Acyan10G0057700.1
Ayan10G005780.1	Acyan10G0057800.1
Ayan10G005790.1	Acyan10G0057900.1
Ayan10G005800.1	Acyan10G0058000.1
Ayan10G005810.1	Acyan10G0058100.1
Ayan10G005820.1	Acyan10G0058200.1
Ayan10G005830.1	Acyan10G0058300.1
Ayan10G005840.1	Acyan10G0058400.1
Ayan10G005850.1	Acyan10G0058500.1
Ayan10G005860.1	Acyan10G0058600.1
Ayan10G005870.1	Acyan10G0058700.1
Ayan10G005880.1	Acyan10G0058800.1
Ayan10G005890.1	Acyan10G0058900.1
Ayan10G005900.1	Acyan10G0059000.1
Ayan10G005910.1	Acyan10G0059100.1
Ayan10G005920.1	Acyan10G0059200.1
Ayan10G005930.1	Acyan10G0059300.1
Ayan10G005940.1	Acyan10G0059400.1
Ayan10G005950.1	Acyan10G0059500.1
Ayan10G005960.1	Acyan10G0059600.1
Ayan10G005970.1	Acyan10G0059700.1
Ayan10G005980.1	Acyan10G0059800.1
Ayan10G005990.1	Acyan10G0059900.1
Ayan10G006000.1	Acyan10G0060000.1
Ayan10G006010.1	Acyan10G0060100.1
Ayan10G006020.1	Acyan10G0060200.1
Ayan10G006030.1	Acyan10G0060300.1
Ayan10G006040.1	Acyan10G0060400.1
Ayan10G006050.1	Acyan10G0060500.1
Ayan10G006060.1	Acyan10G0060600.1
Ayan10G006070.1	Acyan10G0060700.1
Ayan10G006080.1	Acyan10G0060800.1
Ayan10G006090.1	Acyan10G0060900.1
Ayan10G006100.1	Acyan10G0061000.1
Ayan10G006110.1	Acyan10G0061100.1
Ayan10G006120.1	Acyan10G0061200.1
Ayan10G006130.1	Acyan10G0061300.1
Ayan10G006140.1	Acyan10G0061400.1
Ayan10G006150.1	Acyan10G0061500.1
Ayan10G006160.1	Acyan10G0061600.1
Ayan10G006170.1	Acyan10G0061700.1
Ayan10G006180.1	Acyan10G0061800.1
Ayan10G006190.1	Acyan10G0061900.1
Ayan10G006200.1	Acyan10G0062000.1
Ayan10G006210.1	Acyan10G0062100.1
Ayan10G006220.1	Acyan10G0062200.1
Ayan10G006230.1	Acyan10G0062300.1
Ayan10G006240.1	Acyan10G0062400.1
Ayan10G006250.1	Acyan10G0062500.1
Ayan10G006260.1	Acyan10G0062600.1
Ayan10G006270.1	Acyan10G0062700.1
Ayan10G006280.1	Acyan10G0062800.1
Ayan10G006290.1	Acyan10G0062900.1
Ayan10G006300.1	Acyan10G0063000.1
Ayan10G006310.1	Acyan10G0063100.1
Ayan10G006320.1	Acyan10G0063200.1
Ayan10G006330.1	Acyan10G0063300.1
Ayan10G006340.1	Acyan10G0063400.1
Ayan10G006350.1	Acyan10G0063500.1
Ayan10G006360.1	Acyan10G0063600.1
Ayan10G006370.1	Acyan10G0063700.1
Ayan10G006380.1	Acyan10G0063800.1
Ayan10G006390.1	Acyan10G0063900.1
Ayan10G006400.1	Acyan10G0064000.1
Ayan10G006410.1	Acyan10G0064100.1
Ayan10G006420.1	Acyan10G0064200.1
Ayan10G006430.1	Acyan10G0064300.1
Ayan10G006440.1	Acyan10G0064400.1
Ayan10G006450.1	Acyan10G0064500.1
Ayan10G006460.1	Acyan10G0064600.1
Ayan10G006470.1	Acyan10G0064700.1
Ayan10G006480.1	Acyan10G0064800.1
Ayan10G006490.1	Acyan10G0064900.1
Ayan10G006500.1	Acyan10G0065000.1
Ayan10G006510.1	Acyan10G0065100.1
Ayan10G006520.1	Acyan10G0065200.1
Ayan10G006530.1	Acyan10G0065300.1
Ayan10G006540.1	Acyan10G0065400.1
Ayan10G006550.1	Acyan10G0065500.1
Ayan10G006560.1	Acyan10G0065600.1
Ayan10G006570.1	Acyan10G0065700.1
Ayan10G006580.1	Acyan10G0065800.1
Ayan10G006590.1	Acyan10G0065900.1
Ayan10G006600.1	Acyan10G0066000.1
Ayan10G006610.1	Acyan10G0066100.1
Ayan10G006620.1	Acyan10G0066200.1
Ayan10G006630.1	Acyan10G0066300.1
Ayan10G006640.1	Acyan10G0066400.1
Ayan10G006650.1	Acyan10G0066500.1
Ayan10G006660.1	Acyan10G0066600.1
Ayan10G006670.1	Acyan10G0066700.1
Ayan10G006680.1	Acyan10G0066800.1
Ayan10G006690.1	Acyan10G0066900.1
Ayan10G006700.1	Acyan10G0067000.1
Ayan10G006710.1	Acyan10G0067100.1
Ayan10G006720.1	Acyan10G0067200.1
Ayan10G006730.1	Acyan10G0067300.1
Ayan10G006740.1	Acyan10G0067400.1
Ayan10G006750.1	Acyan10G0067500.1
Ayan10G006760.1	Acyan10G0067600.1
Ayan10G006770.1	Acyan10G0067700.1
Ayan10G006780.1	Acyan10G0067800.1
Ayan10G006790.1	Acyan10G0067900.1
Ayan10G006800.1	Acyan10G0068000.1
Ayan10G006810.1	Acyan10G0068100.1
Ayan10G006820.1	Acyan10G0068200.1
Ayan10G006830.1	Acyan10G0068300.1
Ayan10G006840.1	Acyan10G0068400.1
Ayan10G006850.1	Acyan10G0068500.1
Ayan10G006860.1	Acyan10G0068600.1
Ayan10G006870.1	Acyan10G0068700.1
Ayan10G006880.1	Acyan10G0068800.1
Ayan10G006890.1	Acyan10G0068900.1
Ayan10G006900.1	Acyan10G0069000.1
Ayan10G006910.1	Acyan10G0069100.1
Ayan10G006920.1	Acyan10G0069200.1
Ayan10G006930.1	Acyan10G0069300.1
Ayan10G006940.1	Acyan10G0069400.1
Ayan10G006950.1	Acyan10G0069500.1
Ayan10G006960.1	Acyan10G0069600.1
Ayan10G006970.1	Acyan10G0069700.1
Ayan10G006980.1	Acyan10G0069800.1
Ayan10G006990.1	Acyan10G0069900.1
Ayan10G007000.1	Acyan10G0070000.1
Ayan10G007010.1	Acyan10G0070100.1
Ayan10G007020.1	Acyan10G0070200.1
Ayan10G007030.1	Acyan10G0070300.1
Ayan10G007040.1	Acyan10G0070400.1
Ayan10G007050.1	Acyan10G0070500.1
Ayan10G007060.1	Acyan10G0070600.1
Ayan10G007070.1	Acyan10G0070700.1
Ayan10G007080.1	Acyan10G0070800.1
Ayan10G007090.1	Acyan10G0070900.1
Ayan10G007100.1	Acyan10G0071000.1
Ayan10G007110.1	Acyan10G0071100.1
Ayan10G007120.1	Acyan10G0071200.1
Ayan10G007130.1	Acyan10G0071300.1
Ayan10G007140.1	Acyan10G0071400.1
Ayan10G007150.1	Acyan10G0071500.1
Ayan10G007160.1	Acyan10G0071600.1
Ayan10G007170.1	Acyan10G0071700.1
Ayan10G007180.1	Acyan10G0071800.1
Ayan10G007190.1	Acyan10G0071900.1
Ayan10G007200.1	Acyan10G0072000.1
Ayan10G007210.1	Acyan10G0072100.1
Ayan10G007220.1	Acyan10G0072200.1
Ayan10G007230.1	Acyan10G0072300.1
Ayan10G007240.1	Acyan10G0072400.1
Ayan10G007250.1	Acyan10G0072500.1
Ayan10G007260.1	Acyan10G0072600.1
Ayan10G007270.1	Acyan10G0072700.1
Ayan10G007280.1	Acyan10G0072800.1
Ayan10G007290.1	Acyan10G0072900.1
Ayan10G007300.1	Acyan10G0073000.1
Ayan10G007310.1	Acyan10G0073100.1
Ayan10G007320.1	Acyan10G0073200.1
Ayan10G007330.1	Acyan10G0073300.1
Ayan10G007340.1	Acyan10G0073400.1
Ayan10G007350.1	Acyan10G0073500.1
Ayan10G007360.1	Acyan10G0073600.1
Ayan10G007370.1	Acyan10G0073700.1
Ayan10G007380.1	Acyan10G0073800.1
Ayan10G007390.1	Acyan10G0073900.1
Ayan10G007400.1	Acyan10G0074000.1
Ayan10G007410.1	Acyan10G0074100.1
Ayan10G007420.1	Acyan10G0074200.1
Ayan10G007430.1	Acyan10G0074300.1
Ayan10G007440.1	Acyan10G0074400.1
Ayan10G007450.1	Acyan10G0074500.1
Ayan10G007460.1	Acyan10G0074600.1
Ayan10G007470.1	Acyan10G0074700.1
Ayan10G007480.1	Acyan10G0074800.1
Ayan10G007490.1	Acyan10G0074900.1
Ayan10G007500.1	Acyan10G0075000.1
Ayan10G007510.1	Acyan10G0075100.1
Ayan10G007520.1	Acyan10G0075200.1
Ayan10G007530.1	Acyan10G0075300.1
Ayan10G007540.1	Acyan10G0075400.1
Ayan10G007550.1	Acyan10G0075500.1
Ayan10G007560.1	Acyan10G0075600.1
Ayan10G007570.1	Acyan10G0075700.1
Ayan10G007580.1	Acyan10G0075800.1
Ayan10G007590.1	Acyan10G0075900.1
Ayan10G007600.1	Acyan10G0076000.1
Ayan10G007610.1	Acyan10G0076100.1
Ayan10G007620.1	Acyan10G0076200.1
Ayan10G007630.1	Acyan10G0076300.1
Ayan10G007640.1	Acyan10G0076400.1
Ayan10G007650.1	Acyan10G0076500.1
Ayan10G007660.1	Acyan10G0076600.1
Ayan10G007670.1	Acyan10G0076700.1
Ayan10G007680.1	Acyan10G0076800.1
Ayan10G007690.1	Acyan10G0076900.1
Ayan10G007700.1	Acyan10G0077000.1
Ayan10G007710.1	Acyan10G0077100.1
Ayan10G007720.1	Acyan10G0077200.1
Ayan10G007730.1	Acyan10G0077300.1
Ayan10G007740.1	Acyan10G0077400.1
Ayan10G007750.1	Acyan10G0077500.1
Ayan10G007760.1	Acyan10G0077600.1
Ayan10G007770.1	Acyan10G0077700.1
Ayan10G007780.1	Acyan10G0077800.1
Ayan10G007790.1	Acyan10G0077900.1
Ayan10G007800.1	Acyan10G0078000.1
Ayan10G007810.1	Acyan10G0078100.1
Ayan10G007820.1	Acyan10G0078200.1
Ayan10G007830.1	Acyan10G0078300.1
Ayan10G007840.1	Acyan10G0078400.1
Ayan10G007850.1	Acyan10G0078500.1
Ayan10G007860.1	Acyan10G0078600.1
Ayan10G007870.1	Acyan10G0078700.1
Ayan10G007880.1	Acyan10G0078800.1
Ayan10G007890.1	Acyan10G0078900.1
Ayan10G007900.1	Acyan10G0079000.1
Ayan10G007910.1	Acyan10G0079100.1
Ayan10G007920.1	Acyan10G0079200.1
Ayan10G007930.1	Acyan10G0079300.1
Ayan10G007940.1	Acyan10G0079400.1
Ayan10G007950.1	Acyan10G0079500.1
Ayan10G007960.1	Acyan10G0079600.1
Ayan10G007970.1	Acyan10G0079700.1
Ayan10G007980.1	Acyan10G0079800.1
Ayan10G007990.1	Acyan10G0079900.1
Ayan10G008000.1	Acyan10G0080000.1
Ayan10G008010.1	Acyan10G0080100.1
Ayan10G008020.1	Acyan10G0080200.1
Ayan10G008030.1	Acyan10G0080300.1
Ayan10G008040.1	Acyan10G0080400.1
Ayan10G008050.1	Acyan10G0080500.1
Ayan10G008060.1	Acyan10G0080600.1
Ayan10G008070.1	Acyan10G0080700.1
Ayan10G008080.1	Acyan10G0080800.1
Ayan10G008090.1	Acyan10G0080900.1
Ayan10G008100.1	Acyan10G0081000.1
Ayan10G008110.1	Acyan10G0081100.1
Ayan10G008120.1	Acyan10G0081200.1
Ayan10G008130.1	Acyan10G0081300.1
Ayan10G008140.1	Acyan10G0081400.1
Ayan10G008150.1	Acyan10G0081500.1
Ayan10G008160.1	Acyan10G0081600.1
Ayan10G008170.1	Acyan10G0081700.1
Ayan10G008180.1	Acyan10G0081800.1
Ayan10G008190.1	Acyan10G0081900.1
Ayan10G008200.1	Acyan10G0082000.1
Ayan10G008210.1	Acyan10G0082100.1
Ayan10G008220.1	Acyan10G0082200.1
Ayan10G008230.1	Acyan10G0082300.1
Ayan10G008240.1	Acyan10G0082400.1
Ayan10G008250.1	Acyan10G0082500.1
Ayan10G008260.1	Acyan10G0082600.1
Ayan10G008270.1	Acyan10G0082700.1
Ayan10G008280.1	Acyan10G0082800.1
Ayan10G008290.1	Acyan10G0082900.1
Ayan10G008300.1	Acyan10G0083000.1
Ayan10G008310.1	Acyan10G0083100.1
Ayan10G008320.1	Acyan10G0083200.1
Ayan10G008330.1	Acyan10G0083300.1
Ayan10G008340.1	Acyan10G0083400.1
Ayan10G008350.1	Acyan10G0083500.1
Ayan10G008360.1	Acyan10G0083600.1
Ayan10G008370.1	Acyan10G0083700.1
Ayan10G008380.1	Acyan10G0083800.1
Ayan10G008390.1	Acyan10G0083900.1
Ayan10G008400.1	Acyan10G0084000.1
Ayan10G008410.1	Acyan10G0084100.1
Ayan10G008420.1	Acyan10G0084200.1
Ayan10G008430.1	Acyan10G0084300.1
Ayan10G008440.1	Acyan10G0084400.1
Ayan10G008450.1	Acyan10G0084500.1
Ayan10G008460.1	Acyan10G0084600.1
Ayan10G008470.1	Acyan10G0084700.1
Ayan10G008480.1	Acyan10G0084800.1
Ayan10G008490.1	Acyan10G0084900.1
Ayan10G008500.1	Acyan10G0085000.1
Ayan10G008510.1	Acyan10G0085100.1
Ayan10G008520.1	Acyan10G0085200.1
Ayan10G008530.1	Acyan10G0085300.1
Ayan10G008540.1	Acyan10G0085400.1
Ayan10G008550.1	Acyan10G0085500.1
Ayan10G008560.1	Acyan10G0085600.1
Ayan10G008570.1	Acyan10G0085700.1
Ayan10G008580.1	Acyan10G0085800.1
Ayan10G008590.1	Acyan10G0085900.1
Ayan10G008600.1	Acyan10G0086000.1
Ayan10G008610.1	Acyan10G0086100.1
Ayan10G008620.1	Acyan10G0086200.1
Ayan10G008630.1	Acyan10G0086300.1
Ayan10G008640.1	Acyan10G0086400.1
Ayan10G008650.1	Acyan10G0086500.1
Ayan10G008660.1	Acyan10G0086600.1
Ayan10G008670.1	Acyan10G0086700.1
Ayan10G008680.1	Acyan10G0086800.1
Ayan10G008690.1	Acyan10G0086900.1
Ayan10G008700.1	Acyan10G0087000.1
Ayan10G008710.1	Acyan10G0087100.1
Ayan10G008720.1	Acyan10G0087200.1
Ayan10G008730.1	Acyan10G0087300.1
Ayan10G008740.1	Acyan10G0087400.1
Ayan10G008750.1	Acyan10G0087500.1
Ayan10G008760.1	Acyan10G0087600.1
Ayan10G008770.1	Acyan10G0087700.1
Ayan10G008780.1	Acyan10G0087800.1
Ayan10G008790.1	Acyan10G0087900.1
Ayan10G008800.1	Acyan10G0088000.1
Ayan10G008810.1	Acyan10G0088100.1
Ayan10G008820.1	Acyan10G0088200.1
Ayan10G008830.1	Acyan10G0088300.1
Ayan10G008840.1	Acyan10G0088400.1
Ayan10G008850.1	Acyan10G0088500.1
Ayan10G008860.1	Acyan10G0088600.1
Ayan10G008870.1	Acyan10G0088700.1
Ayan10G008880.1	Acyan10G0088800.1
Ayan10G008890.1	Acyan10G0088900.1
Ayan10G008900.1	Acyan10G0089000.1
Ayan10G008910.1	Acyan10G0089100.1
Ayan10G008920.1	Acyan10G0089200.1
Ayan10G008930.1	Acyan10G0089300.1
Ayan10G008940.1	Acyan10G0089400.1
Ayan10G008950.1	Acyan10G0089500.1
Ayan10G008960.1	Acyan10G0089600.1
Ayan10G008970.1	Acyan10G0089700.1
Ayan10G008980.1	Acyan10G0089800.1
Ayan10G008990.1	Acyan10G0089900.1
Ayan10G009000.1	Acyan10G0090000.1
Ayan10G009010.1	Acyan10G0090100.1
Ayan10G009020.1	Acyan10G0090200.1
Ayan10G009030.1	Acyan10G0090300.1
Ayan10G009040.1	Acyan10G0090400.1
Ayan10G009050.1	Acyan10G0090500.1
Ayan10G009060.1	Acyan10G0090600.1
Ayan10G009070.1	Acyan10G0090700.1
Ayan10G009080.1	Acyan10G0090800.1
Ayan10G009090.1	Acyan10G0090900.1
Ayan10G009100.1	Acyan10G0091000.1
Ayan10G009110.1	Acyan10G0091100.1
Ayan10G009120.1	Acyan10G0091200.1
Ayan10G009130.1	Acyan10G0091300.1
Ayan10G009140.1	Acyan10G0091400.1
Ayan10G009150.1	Acyan10G0091500.1
Ayan10G009160.1	Acyan10G0091600.1
Ayan10G009170.1	Acyan10G0091700.1
Ayan10G009180.1	Acyan10G0091800.1
Ayan10G009190.1	Acyan10G0091900.1
Ayan10G009200.1	Acyan10G0092000.1
Ayan10G009210.1	Acyan10G0092100.1
Ayan10G009220.1	Acyan10G0092200.1
Ayan10G009230.1	Acyan10G0092300.1
Ayan10G009240.1	Acyan10G0092400.1
Ayan10G009250.1	Acyan10G0092500.1
Ayan10G009260.1	Acyan10G0092600.1
Ayan10G009270.1	Acyan10G0092700.1
Ayan10G009280.1	Acyan10G0092800.1
Ayan10G009290.1	Acyan10G0092900.1
Ayan10G009300.1	Acyan10G0093000.1
Ayan10G009310.1	Acyan10G0093100.1
Ayan10G009320.1	Acyan10G0093200.1
Ayan10G009330.1	Acyan10G0093300.1
Ayan10G009340.1	Acyan10G0093400.1
Ayan10G009350.1	Acyan10G0093500.1
Ayan10G009360.1	Acyan10G0093600.1
Ayan10G009370.1	Acyan10G0093700.1
Ayan10G009380.1	Acyan10G0093800.1
Ayan10G009390.1	Acyan10G0093900.1
Ayan10G009400.1	Acyan10G0094000.1
Ayan10G009410.1	Acyan10G0094100.1
Ayan10G009420.1	Acyan10G0094200.1
Ayan10G009430.1	Acyan10G0094300.1
Ayan10G009440.1	Acyan10G0094400.1
Ayan10G009450.1	Acyan10G0094500.1
Ayan10G009460.1	Acyan10G0094600.1
Ayan10G009470.1	Acyan10G0094700.1
Ayan10G009480.1	Acyan10G0094800.1
Ayan10G009490.1	Acyan10G0094900.1
Ayan10G009500.1	Acyan10G0095000.1
Ayan10G009510.1	Acyan10G0095100.1
Ayan10G009520.1	Acyan10G0095200.1
Ayan10G009530.1	Acyan10G0095300.1
Ayan10G009540.1	Acyan10G0095400.1
Ayan10G009550.1	Acyan10G0095500.1
Ayan10G009560.1	Acyan10G0095600.1
Ayan10G009570.1	Acyan10G0095700.1
Ayan10G009580.1	Acyan10G0095800.1
Ayan10G009590.1	Acyan10G0095900.1
Ayan10G009600.1	Acyan10G0096000.1
Ayan10G009610.1	Acyan10G0096100.1
Ayan10G009620.1	Acyan10G0096200.1
Ayan10G009630.1	Acyan10G0096300.1
Ayan10G009640.1	Acyan10G0096400.1
Ayan10G009650.1	Acyan10G0096500.1
Ayan10G009660.1	Acyan10G0096600.1
Ayan10G009670.1	Acyan10G0096700.1
Ayan10G009680.1	Acyan10G0096800.1
Ayan10G009690.1	Acyan10G0096900.1
Ayan10G009700.1	Acyan10G0097000.1
Ayan10G009710.1	Acyan10G0097100.1
Ayan10G009720.1	Acyan10G0097200.1
Ayan10G009730.1	Acyan10G0097300.1
Ayan10G009740.1	Acyan10G0097400.1
Ayan10G009750.1	Acyan10G0097500.1
Ayan10G009760.1	Acyan10G0097600.1
Ayan10G009770.1	Acyan10G0097700.1
Ayan10G009780.1	Acyan10G0097800.1
Ayan10G009790.1	Acyan10G0097900.1
Ayan10G009800.1	Acyan10G0098000.1
Ayan10G009810.1	Acyan10G0098100.1
Ayan10G009820.1	Acyan10G0098200.1
Ayan10G009830.1	Acyan10G0098300.1
Ayan10G009840.1	Acyan10G0098400.1
Ayan10G009850.1	Acyan10G0098500.1
Ayan10G009860.1	Acyan10G0098600.1
Ayan10G009870.1	Acyan10G0098700.1
Ayan10G009880.1	Acyan10G0098800.1
Ayan10G009890.1	Acyan10G0098900.1
Ayan10G009900.1	Acyan10G0099000.1
Ayan10G009910.1	Acyan10G0099100.1
Ayan10G009920.1	Acyan10G0099200.1
Ayan10G009930.1	Acyan10G0099300.1
Ayan10G009940.1	Acyan10G0099400.1
Ayan10G009950.1	Acyan10G0099500.1
Ayan10G009960.1	Acyan10G0099600.1
Ayan10G009970.1	Acyan10G0099700.1
Ayan10G009980.1	Acyan10G0099800.1
Ayan10G009990.1	Acyan10G0099900.1
Ayan10G010000.1	Acyan10G0100000.1
Ayan10G010010.1	Acyan10G0100100.1
Ayan10G010020.1	Acyan10G0100200.1
Ayan10G010030.1	Acyan10G0100300.1
Ayan10G010040.1	Acyan10G0100400.1
Ayan10G010050.1	Acyan10G0100500.1
Ayan10G010060.1	Acyan10G0100600.1
Ayan10G010070.1	Acyan10G0100700.1
Ayan10G010080.1	Acyan10G0100800.1
Ayan10G010090.1	Acyan10G0100900.1
Ayan10G010100.1	Acyan10G0101000.1
Ayan10G010110.1	Acyan10G0101100.1
Ayan10G010120.1	Acyan10G0101200.1
Ayan10G010130.1	Acyan10G0101300.1
Ayan10G010140.1	Acyan10G0101400.1
Ayan10G010150.1	Acyan10G0101500.1
Ayan10G010160.1	Acyan10G0101600.1
Ayan10G010170.1	Acyan10G0101700.1
Ayan10G010180.1	Acyan10G0101800.1
Ayan10G010190.1	Acyan10G0101900.1
Ayan10G010200.1	Acyan10G0102000.1
Ayan10G010210.1	Acyan10G0102100.1
Ayan10G010220.1	Acyan10G0102200.1
Ayan10G010230.1	Acyan10G0102300.1
Ayan10G010240.1	Acyan10G0102400.1
Ayan10G010250.1	Acyan10G0102500.1
Ayan10G010260.1	Acyan10G0102600.1
Ayan10G010270.1	Acyan10G0102700.1
Ayan10G010280.1	Acyan10G0102800.1
Ayan10G010290.1	Acyan10G0102900.1
Ayan10G010300.1	Acyan10G0103000.1
Ayan10G010310.1	Acyan10G0103100.1
Ayan10G010320.1	Acyan10G0103200.1
Ayan10G010330.1	Acyan10G0103300.1
Ayan10G010340.1	Acyan10G0103400.1
Ayan10G010350.1	Acyan10G0103500.1
Ayan10G010360.1	Acyan10G0103600.1
Ayan10G010370.1	Acyan10G0103700.1
Ayan10G010380.1	Acyan10G0103800.1
Ayan10G010390.1	Acyan10G0103900.1
Ayan10G010400.1	Acyan10G0104000.1
Ayan10G010410.1	Acyan10G0104100.1
Ayan10G010420.1	Acyan10G0104200.1
Ayan10G010430.1	Acyan10G0104300.1
Ayan10G010440.1	Acyan10G0104400.1
Ayan10G010450.1	Acyan10G0104500.1
Ayan10G010460.1	Acyan10G0104600.1
Ayan10G010470.1	Acyan10G0104700.1
Ayan10G010480.1	Acyan10G0104800.1
Ayan10G010490.1	Acyan10G0104900.1
Ayan10G010500.1	Acyan10G0105000.1
Ayan10G010510.1	Acyan10G0105100.1
Ayan10G010520.1	Acyan10G0105200.1
Ayan10G010530.1	Acyan10G0105300.1
Ayan10G010540.1	Acyan10G0105400.1
Ayan10G010550.1	Acyan10G0105500.1
Ayan10G010560.1	Acyan10G0105600.1
Ayan10G010570.1	Acyan10G0105700.1
Ayan10G010580.1	Acyan10G0105800.1
Ayan10G010590.1	Acyan10G0105900.1
Ayan10G010600.1	Acyan10G0106000.1
Ayan10G010610.1	Acyan10G0106100.1
Ayan10G010620.1	Acyan10G0106200.1
Ayan10G010630.1	Acyan10G0106300.1
Ayan10G010640.1	Acyan10G0106400.1
Ayan10G010650.1	Acyan10G0106500.1
Ayan10G010660.1	Acyan10G0106600.1
Ayan10G010670.1	Acyan10G0106700.1
Ayan10G010680.1	Acyan10G0106800.1
Ayan10G010690.1	Acyan10G0106900.1
Ayan10G010700.1	Acyan10G0107000.1
Ayan10G010710.1	Acyan10G0107100.1
Ayan10G010720.1	Acyan10G0107200.1
Ayan10G010730.1	Acyan10G0107300.1
Ayan10G010740.1	Acyan10G0107400.1
Ayan10G010750.1	Acyan10G0107500.1
Ayan10G010760.1	Acyan10G0107600.1
Ayan10G010770.1	Acyan10G0107700.1
Ayan10G010780.1	Acyan10G0107800.1
Ayan10G010790.1	Acyan10G0107900.1
Ayan10G010800.1	Acyan10G0108000.1
Ayan10G010810.1	Acyan10G0108100.1
Ayan10G010820.1	Acyan10G0108200.1
Ayan10G010830.1	Acyan10G0108300.1
Ayan10G010840.1	Acyan10G0108400.1
Ayan10G010850.1	Acyan10G0108500.1
Ayan10G010860.1	Acyan10G0108600.1
Ayan10G010870.1	Acyan10G0108700.1
Ayan10G010880.1	Acyan10G0108800.1
Ayan10G010890.1	Acyan10G0108900.1
Ayan10G010900.1	Acyan10G0109000.1
Ayan10G010910.1	Acyan10G0109100.1
Ayan10G010920.1	Acyan10G0109200.1
Ayan10G010930.1	Acyan10G0109300.1
Ayan10G010940.1	Acyan10G0109400.1
Ayan10G010950.1	Acyan10G0109500.1
Ayan10G010960.1	Acyan10G0109600.1
Ayan10G010970.1	Acyan10G0109700.1
Ayan10G010980.1	Acyan10G0109800.1
Ayan10G010990.1	Acyan10G0109900.1
Ayan10G011000.1	Acyan10G0110000.1
Ayan10G011010.1	Acyan10G0110100.1
Ayan10G011020.1	Acyan10G0110200.1
Ayan10G011030.1	Acyan10G0110300.1
Ayan10G011040.1	Acyan10G0110400.1
Ayan10G011050.1	Acyan10G0110500.1
Ayan10G011060.1	Acyan10G0110600.1
Ayan10G011070.1	Acyan10G0110700.1
Ayan10G011080.1	Acyan10G0110800.1
