Apse01G000010.1	GWHTBECT000001
Apse05G009530.1	GWHTBECT022197
Apse05G009540.1	GWHTBECT022198
Apse05G009550.1	GWHTBECT022199
Apse05G009550.2	GWHTBECT022200
Apse05G009560.1	GWHTBECT022201
Apse05G009570.1	GWHTBECT022202
Apse05G009580.1	GWHTBECT022203
Apse05G009590.1	GWHTBECT022204
Apse05G009600.1	GWHTBECT022205
Apse05G009610.1	GWHTBECT022206
Apse05G009620.1	GWHTBECT022207
Apse05G009630.1	GWHTBECT022208
Apse05G009640.1	GWHTBECT022209
Apse05G009650.1	GWHTBECT022210
Apse05G009660.1	GWHTBECT022211
Apse05G009670.1	GWHTBECT022212
Apse05G009680.1	GWHTBECT022213
Apse05G009690.1	GWHTBECT022214
Apse05G009700.1	GWHTBECT022215
Apse05G009710.1	GWHTBECT022216
Apse05G009720.1	GWHTBECT022217
Apse05G009730.1	GWHTBECT022218
Apse05G009740.1	GWHTBECT022219
Apse05G009740.2	GWHTBECT022220
Apse05G009750.1	GWHTBECT022221
Apse05G009760.1	GWHTBECT022222
Apse05G009770.1	GWHTBECT022223
Apse05G009780.1	GWHTBECT022224
Apse05G009790.1	GWHTBECT022225
Apse05G009800.1	GWHTBECT022226
Apse05G009810.1	GWHTBECT022227
Apse05G009820.1	GWHTBECT022228
Apse05G009830.1	GWHTBECT022229
Apse05G009840.1	GWHTBECT022230
Apse05G009850.1	GWHTBECT022231
Apse05G009850.2	GWHTBECT022232
Apse05G009860.1	GWHTBECT022233
Apse05G009870.1	GWHTBECT022234
Apse05G009880.1	GWHTBECT022235
Apse05G009890.1	GWHTBECT022236
Apse05G009900.1	GWHTBECT022237
Apse05G009910.1	GWHTBECT022238
Apse05G009920.1	GWHTBECT022239
Apse05G009930.1	GWHTBECT022240
Apse05G009940.1	GWHTBECT022241
Apse05G009950.1	GWHTBECT022242
Apse05G009960.1	GWHTBECT022243
Apse05G009970.1	GWHTBECT022244
Apse05G009980.1	GWHTBECT022245
Apse05G009990.1	GWHTBECT022246
Apse05G010000.1	GWHTBECT022247
Apse05G010010.1	GWHTBECT022248
Apse05G010020.1	GWHTBECT022249
Apse05G010030.1	GWHTBECT022250
Apse05G010040.1	GWHTBECT022251
Apse05G010040.2	GWHTBECT022252
Apse05G010040.3	GWHTBECT022253
Apse05G010050.1	GWHTBECT022254
Apse05G010060.1	GWHTBECT022255
Apse05G010070.1	GWHTBECT022256
Apse05G010080.1	GWHTBECT022257
Apse05G010080.2	GWHTBECT022258
Apse05G010090.1	GWHTBECT022259
Apse05G010100.1	GWHTBECT022260
Apse05G010110.1	GWHTBECT022261
Apse05G010120.1	GWHTBECT022262
Apse05G010130.1	GWHTBECT022263
Apse05G010140.1	GWHTBECT022264
Apse05G010150.1	GWHTBECT022265
Apse05G010150.2	GWHTBECT022266
Apse05G010160.1	GWHTBECT022267
Apse05G010170.1	GWHTBECT022268
Apse05G010180.1	GWHTBECT022269
Apse05G010190.1	GWHTBECT022270
Apse05G010200.1	GWHTBECT022271
Apse05G010210.1	GWHTBECT022272
Apse05G010220.1	GWHTBECT022273
Apse05G010230.1	GWHTBECT022274
Apse05G010240.1	GWHTBECT022275
Apse05G010250.1	GWHTBECT022276
Apse05G010260.1	GWHTBECT022277
Apse05G010270.1	GWHTBECT022278
Apse05G010280.1	GWHTBECT022279
Apse05G010290.1	GWHTBECT022280
Apse05G010300.1	GWHTBECT022281
Apse05G010310.1	GWHTBECT022282
Apse05G010320.1	GWHTBECT022283
Apse05G010330.1	GWHTBECT022284
Apse05G010340.1	GWHTBECT022285
Apse05G010350.1	GWHTBECT022286
Apse05G010360.1	GWHTBECT022287
Apse05G010370.1	GWHTBECT022288
Apse05G010380.1	GWHTBECT022289
Apse05G010390.1	GWHTBECT022290
Apse05G010390.2	GWHTBECT022291
Apse05G010400.1	GWHTBECT022292
Apse05G010410.1	GWHTBECT022293
Apse05G010420.1	GWHTBECT022294
Apse05G010430.1	GWHTBECT022295
Apse05G010440.1	GWHTBECT022296
Apse05G010450.1	GWHTBECT022297
Apse05G010450.2	GWHTBECT022298
Apse05G010460.1	GWHTBECT022299
Apse05G010460.2	GWHTBECT022300
Apse05G010470.1	GWHTBECT022301
Apse05G010470.2	GWHTBECT022302
Apse05G010480.1	GWHTBECT022303
Apse05G010490.1	GWHTBECT022304
Apse05G010500.1	GWHTBECT022305
Apse05G010500.2	GWHTBECT022306
Apse05G010500.3	GWHTBECT022307
Apse05G010510.1	GWHTBECT022308
Apse05G010520.1	GWHTBECT022309
Apse05G010530.1	GWHTBECT022310
Apse05G010540.1	GWHTBECT022311
Apse05G010550.1	GWHTBECT022312
Apse05G010560.1	GWHTBECT022313
Apse05G010570.1	GWHTBECT022314
Apse05G010580.1	GWHTBECT022315
Apse05G010590.1	GWHTBECT022316
Apse05G010600.1	GWHTBECT022317
Apse05G010610.1	GWHTBECT022318
Apse05G010620.1	GWHTBECT022319
Apse05G010630.1	GWHTBECT022320
Apse05G010640.1	GWHTBECT022321
Apse05G010650.1	GWHTBECT022322
Apse05G010660.1	GWHTBECT022323
Apse05G010670.1	GWHTBECT022324
Apse05G010680.1	GWHTBECT022325
Apse05G010690.1	GWHTBECT022326
Apse05G010700.1	GWHTBECT022327
Apse05G010710.1	GWHTBECT022328
Apse05G010720.1	GWHTBECT022329
Apse05G010730.1	GWHTBECT022330
Apse05G010740.1	GWHTBECT022331
Apse05G010750.1	GWHTBECT022332
Apse05G010760.1	GWHTBECT022333
Apse05G010770.1	GWHTBECT022334
Apse05G010780.1	GWHTBECT022335
Apse05G010790.1	GWHTBECT022336
Apse05G010800.1	GWHTBECT022337
Apse05G010810.1	GWHTBECT022338
Apse05G010820.1	GWHTBECT022339
Apse05G010830.1	GWHTBECT022340
Apse05G010840.1	GWHTBECT022341
Apse05G010850.1	GWHTBECT022342
Apse05G010860.1	GWHTBECT022343
Apse05G010870.1	GWHTBECT022344
Apse05G010880.1	GWHTBECT022345
Apse05G010890.1	GWHTBECT022346
Apse05G010900.1	GWHTBECT022347
Apse05G010910.1	GWHTBECT022348
Apse05G010920.1	GWHTBECT022349
Apse05G010930.1	GWHTBECT022350
Apse05G010940.1	GWHTBECT022351
Apse05G010950.1	GWHTBECT022352
Apse05G010960.1	GWHTBECT022353
Apse05G010970.1	GWHTBECT022354
Apse05G010980.1	GWHTBECT022355
Apse05G010990.1	GWHTBECT022356
Apse05G011000.1	GWHTBECT022357
Apse05G011010.1	GWHTBECT022358
Apse05G011020.1	GWHTBECT022359
Apse05G011030.1	GWHTBECT022360
Apse05G011040.1	GWHTBECT022361
Apse05G011050.1	GWHTBECT022362
Apse05G011060.1	GWHTBECT022363
Apse05G011070.1	GWHTBECT022364
Apse05G011080.1	GWHTBECT022365
Apse05G011090.1	GWHTBECT022366
Apse05G011100.1	GWHTBECT022367
Apse05G011110.1	GWHTBECT022368
Apse05G011120.1	GWHTBECT022369
Apse05G011130.1	GWHTBECT022370
Apse05G011140.1	GWHTBECT022371
Apse05G011140.2	GWHTBECT022372
Apse05G011150.1	GWHTBECT022373
Apse05G011160.1	GWHTBECT022374
Apse05G011170.1	GWHTBECT022375
Apse05G011180.1	GWHTBECT022376
Apse05G011190.1	GWHTBECT022377
Apse05G011200.1	GWHTBECT022378
Apse05G011210.1	GWHTBECT022379
Apse05G011210.2	GWHTBECT022380
Apse05G011220.1	GWHTBECT022381
Apse05G011230.1	GWHTBECT022382
Apse05G011230.2	GWHTBECT022383
Apse05G011240.1	GWHTBECT022384
Apse05G011250.1	GWHTBECT022385
Apse05G011260.1	GWHTBECT022386
Apse05G011270.1	GWHTBECT022387
Apse05G011280.1	GWHTBECT022388
Apse05G011290.1	GWHTBECT022389
Apse05G011300.1	GWHTBECT022390
Apse05G011310.1	GWHTBECT022391
Apse05G011320.1	GWHTBECT022392
Apse05G011320.2	GWHTBECT022393
Apse05G011330.1	GWHTBECT022394
Apse05G011340.1	GWHTBECT022395
Apse05G011350.1	GWHTBECT022396
Apse05G011360.1	GWHTBECT022397
Apse05G011370.1	GWHTBECT022398
Apse05G011380.1	GWHTBECT022399
Apse05G011390.1	GWHTBECT022400
Apse05G011400.1	GWHTBECT022401
Apse05G011410.1	GWHTBECT022402
Apse05G011420.1	GWHTBECT022403
Apse05G011430.1	GWHTBECT022404
Apse05G011440.1	GWHTBECT022405
Apse05G011450.1	GWHTBECT022406
Apse05G011460.1	GWHTBECT022407
Apse05G011460.2	GWHTBECT022408
Apse05G011470.1	GWHTBECT022409
Apse05G011480.1	GWHTBECT022410
Apse05G011490.1	GWHTBECT022411
Apse05G011500.1	GWHTBECT022412
Apse05G011500.2	GWHTBECT022413
Apse05G011510.1	GWHTBECT022414
Apse05G011520.1	GWHTBECT022415
Apse05G011530.1	GWHTBECT022416
Apse05G011540.1	GWHTBECT022417
Apse05G011550.1	GWHTBECT022418
Apse05G011560.1	GWHTBECT022419
Apse05G011570.1	GWHTBECT022420
Apse05G011580.1	GWHTBECT022421
Apse05G011590.1	GWHTBECT022422
Apse05G011600.1	GWHTBECT022423
Apse05G011610.1	GWHTBECT022424
Apse05G011610.2	GWHTBECT022425
Apse05G011620.1	GWHTBECT022426
Apse05G011630.1	GWHTBECT022427
Apse05G011640.1	GWHTBECT022428
Apse05G011650.1	GWHTBECT022429
Apse05G011660.1	GWHTBECT022430
Apse05G011660.2	GWHTBECT022431
Apse05G011670.1	GWHTBECT022432
Apse05G011680.1	GWHTBECT022433
Apse05G011690.1	GWHTBECT022434
Apse05G011700.1	GWHTBECT022435
Apse05G011710.1	GWHTBECT022436
Apse05G011720.1	GWHTBECT022437
Apse05G011720.2	GWHTBECT022438
Apse05G011730.1	GWHTBECT022439
Apse05G011740.1	GWHTBECT022440
Apse05G011750.1	GWHTBECT022441
Apse05G011760.1	GWHTBECT022442
Apse05G011770.1	GWHTBECT022443
Apse05G011780.1	GWHTBECT022444
Apse05G011790.1	GWHTBECT022445
Apse05G011800.1	GWHTBECT022446
Apse05G011810.1	GWHTBECT022447
Apse05G011820.1	GWHTBECT022448
Apse05G011830.1	GWHTBECT022449
Apse05G011840.1	GWHTBECT022450
Apse05G011850.1	GWHTBECT022451
Apse05G011860.1	GWHTBECT022452
Apse05G011870.1	GWHTBECT022453
Apse05G011880.1	GWHTBECT022454
Apse05G011890.1	GWHTBECT022455
Apse05G011900.1	GWHTBECT022456
Apse05G011910.1	GWHTBECT022457
Apse05G011920.1	GWHTBECT022458
Apse05G011930.1	GWHTBECT022459
Apse05G011940.1	GWHTBECT022460
Apse05G011940.2	GWHTBECT022461
Apse05G011950.1	GWHTBECT022462
Apse05G011960.1	GWHTBECT022463
Apse05G011970.1	GWHTBECT022464
Apse05G011980.1	GWHTBECT022465
Apse05G011990.1	GWHTBECT022466
Apse05G012000.1	GWHTBECT022467
Apse05G012010.1	GWHTBECT022468
Apse05G012020.1	GWHTBECT022469
Apse05G012030.1	GWHTBECT022470
Apse05G012040.1	GWHTBECT022471
Apse05G012050.1	GWHTBECT022472
Apse05G012060.1	GWHTBECT022473
Apse05G012070.1	GWHTBECT022474
Apse05G012080.1	GWHTBECT022475
Apse05G012090.1	GWHTBECT022476
Apse05G012100.1	GWHTBECT022477
Apse05G012110.1	GWHTBECT022478
Apse05G012120.1	GWHTBECT022479
Apse05G012120.2	GWHTBECT022480
Apse05G012120.3	GWHTBECT022481
Apse05G012120.4	GWHTBECT022482
Apse05G012130.1	GWHTBECT022483
Apse05G012140.1	GWHTBECT022484
Apse05G012150.1	GWHTBECT022485
Apse05G012160.1	GWHTBECT022486
Apse05G012160.2	GWHTBECT022487
Apse05G012170.1	GWHTBECT022488
Apse05G012180.1	GWHTBECT022489
Apse05G012190.1	GWHTBECT022490
Apse05G012200.1	GWHTBECT022491
Apse05G012210.1	GWHTBECT022492
Apse05G012220.1	GWHTBECT022493
Apse05G012230.1	GWHTBECT022494
Apse05G012240.1	GWHTBECT022495
Apse05G012250.1	GWHTBECT022496
Apse05G012260.1	GWHTBECT022497
Apse05G012270.1	GWHTBECT022498
Apse05G012270.2	GWHTBECT022499
Apse05G012270.3	GWHTBECT022500
Apse05G012280.1	GWHTBECT022501
Apse05G012290.1	GWHTBECT022502
Apse05G012290.2	GWHTBECT022503
Apse05G012300.1	GWHTBECT022504
Apse05G012310.1	GWHTBECT022505
Apse05G012320.1	GWHTBECT022506
Apse05G012330.1	GWHTBECT022507
Apse05G012340.1	GWHTBECT022508
Apse05G012350.1	GWHTBECT022509
Apse05G012360.1	GWHTBECT022510
Apse05G012370.1	GWHTBECT022511
Apse05G012380.1	GWHTBECT022512
Apse05G012390.1	GWHTBECT022513
Apse05G012400.1	GWHTBECT022514
Apse05G012410.1	GWHTBECT022515
Apse05G012420.1	GWHTBECT022516
Apse05G012430.1	GWHTBECT022517
Apse05G012440.1	GWHTBECT022518
Apse05G012450.1	GWHTBECT022519
Apse05G012460.1	GWHTBECT022520
Apse05G012470.1	GWHTBECT022521
Apse05G012480.1	GWHTBECT022522
Apse05G012490.1	GWHTBECT022523
Apse05G012500.1	GWHTBECT022524
Apse05G012510.1	GWHTBECT022525
Apse05G012520.1	GWHTBECT022526
Apse05G012530.1	GWHTBECT022527
Apse05G012540.1	GWHTBECT022528
Apse05G012550.1	GWHTBECT022529
Apse05G012560.1	GWHTBECT022530
Apse05G012570.1	GWHTBECT022531
Apse05G012580.1	GWHTBECT022532
Apse05G012590.1	GWHTBECT022533
Apse05G012600.1	GWHTBECT022534
Apse05G012610.1	GWHTBECT022535
Apse05G012620.1	GWHTBECT022536
Apse05G012630.1	GWHTBECT022537
Apse05G012640.1	GWHTBECT022538
Apse05G012650.1	GWHTBECT022539
Apse05G012660.1	GWHTBECT022540
Apse05G012670.1	GWHTBECT022541
Apse05G012680.1	GWHTBECT022542
Apse05G012690.1	GWHTBECT022543
Apse05G012700.1	GWHTBECT022544
Apse05G012710.1	GWHTBECT022545
Apse05G012720.1	GWHTBECT022546
Apse05G012730.1	GWHTBECT022547
Apse05G012740.1	GWHTBECT022548
Apse05G012750.1	GWHTBECT022549
Apse05G012760.1	GWHTBECT022550
Apse05G012770.1	GWHTBECT022551
Apse05G012780.1	GWHTBECT022552
Apse05G012790.1	GWHTBECT022553
Apse05G012800.1	GWHTBECT022554
Apse05G012810.1	GWHTBECT022555
Apse05G012820.1	GWHTBECT022556
Apse05G012830.1	GWHTBECT022557
Apse05G012840.1	GWHTBECT022558
Apse05G012850.1	GWHTBECT022559
Apse05G012860.1	GWHTBECT022560
Apse05G012870.1	GWHTBECT022561
Apse05G012880.1	GWHTBECT022562
Apse05G012890.1	GWHTBECT022563
Apse05G012900.1	GWHTBECT022564
Apse05G012910.1	GWHTBECT022565
Apse05G012920.1	GWHTBECT022566
Apse05G012930.1	GWHTBECT022567
Apse05G012940.1	GWHTBECT022568
Apse05G012950.1	GWHTBECT022569
Apse05G012960.1	GWHTBECT022570
Apse05G012970.1	GWHTBECT022571
Apse05G012980.1	GWHTBECT022572
Apse05G012990.1	GWHTBECT022573
Apse05G012990.2	GWHTBECT022574
Apse05G012990.3	GWHTBECT022575
Apse05G012990.4	GWHTBECT022576
Apse05G013000.1	GWHTBECT022577
Apse05G013000.2	GWHTBECT022578
Apse05G013010.1	GWHTBECT022579
Apse05G013020.1	GWHTBECT022580
Apse05G013030.1	GWHTBECT022581
Apse05G013040.1	GWHTBECT022582
Apse05G013050.1	GWHTBECT022583
Apse05G013060.1	GWHTBECT022584
Apse05G013070.1	GWHTBECT022585
Apse05G013080.1	GWHTBECT022586
Apse05G013090.1	GWHTBECT022587
Apse05G013100.1	GWHTBECT022588
Apse05G013110.1	GWHTBECT022589
Apse05G013120.1	GWHTBECT022590
Apse05G013130.1	GWHTBECT022591
Apse05G013140.1	GWHTBECT022592
Apse05G013140.2	GWHTBECT022593
Apse05G013150.1	GWHTBECT022594
Apse05G013160.1	GWHTBECT022595
Apse05G013170.1	GWHTBECT022596
Apse05G013180.1	GWHTBECT022597
Apse05G013190.1	GWHTBECT022598
Apse05G013200.1	GWHTBECT022599
Apse05G013210.1	GWHTBECT022600
Apse05G013210.2	GWHTBECT022601
Apse05G013220.1	GWHTBECT022602
Apse05G013230.1	GWHTBECT022603
Apse05G013240.1	GWHTBECT022604
Apse05G013240.2	GWHTBECT022605
Apse05G013250.1	GWHTBECT022606
Apse05G013260.1	GWHTBECT022607
Apse05G013270.1	GWHTBECT022608
Apse05G013280.1	GWHTBECT022609
Apse05G013290.1	GWHTBECT022610
Apse05G013300.1	GWHTBECT022611
Apse05G013310.1	GWHTBECT022612
Apse05G013320.1	GWHTBECT022613
Apse05G013330.1	GWHTBECT022614
Apse05G013340.1	GWHTBECT022615
Apse05G013350.1	GWHTBECT022616
Apse05G013360.1	GWHTBECT022617
Apse05G013370.1	GWHTBECT022618
Apse05G013380.1	GWHTBECT022619
Apse05G013390.1	GWHTBECT022620
Apse05G013400.1	GWHTBECT022621
Apse05G013400.2	GWHTBECT022622
Apse05G013410.1	GWHTBECT022623
Apse05G013410.2	GWHTBECT022624
Apse05G013420.1	GWHTBECT022625
Apse05G013430.1	GWHTBECT022626
Apse05G013440.1	GWHTBECT022627
Apse05G013440.2	GWHTBECT022628
Apse05G013440.3	GWHTBECT022629
Apse05G013450.1	GWHTBECT022630
Apse05G013460.1	GWHTBECT022631
Apse05G013470.1	GWHTBECT022632
Apse05G013480.1	GWHTBECT022633
Apse05G013490.1	GWHTBECT022634
Apse05G013500.1	GWHTBECT022635
Apse05G013510.1	GWHTBECT022636
Apse05G013520.1	GWHTBECT022637
Apse05G013530.1	GWHTBECT022638
Apse05G013540.1	GWHTBECT022639
Apse05G013550.1	GWHTBECT022640
Apse05G013560.1	GWHTBECT022641
Apse05G013570.1	GWHTBECT022642
Apse05G013580.1	GWHTBECT022643
Apse05G013590.1	GWHTBECT022644
Apse05G013590.2	GWHTBECT022645
Apse05G013600.1	GWHTBECT022646
Apse05G013600.2	GWHTBECT022647
Apse05G013610.1	GWHTBECT022648
Apse05G013620.1	GWHTBECT022649
Apse05G013630.1	GWHTBECT022650
Apse05G013640.1	GWHTBECT022651
Apse05G013650.1	GWHTBECT022652
Apse05G013660.1	GWHTBECT022653
Apse05G013670.1	GWHTBECT022654
Apse05G013680.1	GWHTBECT022655
Apse05G013690.1	GWHTBECT022656
Apse05G013700.1	GWHTBECT022657
Apse05G013700.2	GWHTBECT022658
Apse05G013710.1	GWHTBECT022659
Apse05G013720.1	GWHTBECT022660
Apse05G013730.1	GWHTBECT022661
Apse05G013740.1	GWHTBECT022662
Apse05G013750.1	GWHTBECT022663
Apse05G013760.1	GWHTBECT022664
Apse05G013770.1	GWHTBECT022665
Apse05G013780.1	GWHTBECT022666
Apse05G013790.1	GWHTBECT022667
Apse05G013790.2	GWHTBECT022668
Apse05G013800.1	GWHTBECT022669
Apse05G013810.1	GWHTBECT022670
Apse05G013810.2	GWHTBECT022671
Apse05G013810.3	GWHTBECT022672
Apse05G013810.4	GWHTBECT022673
Apse05G013820.1	GWHTBECT022674
Apse05G013830.1	GWHTBECT022675
Apse05G013840.1	GWHTBECT022676
Apse05G013850.1	GWHTBECT022677
Apse05G013860.1	GWHTBECT022678
Apse05G013870.1	GWHTBECT022679
Apse05G013870.2	GWHTBECT022680
Apse05G013870.3	GWHTBECT022681
Apse05G013870.4	GWHTBECT022682
Apse05G013880.1	GWHTBECT022683
Apse05G013890.1	GWHTBECT022684
Apse05G013900.1	GWHTBECT022685
Apse05G013910.1	GWHTBECT022686
Apse05G013920.1	GWHTBECT022687
Apse05G013930.1	GWHTBECT022688
Apse05G013940.1	GWHTBECT022689
Apse05G013950.1	GWHTBECT022690
Apse05G013960.1	GWHTBECT022691
Apse05G013960.2	GWHTBECT022692
Apse05G013960.3	GWHTBECT022693
Apse05G013970.1	GWHTBECT022694
Apse05G013980.1	GWHTBECT022695
Apse05G013990.1	GWHTBECT022696
Apse05G014000.1	GWHTBECT022697
Apse05G014010.1	GWHTBECT022698
Apse05G014010.2	GWHTBECT022699
Apse05G014020.1	GWHTBECT022700
Apse05G014030.1	GWHTBECT022701
Apse05G014040.1	GWHTBECT022702
Apse05G014050.1	GWHTBECT022703
Apse05G014060.1	GWHTBECT022704
Apse05G014070.1	GWHTBECT022705
Apse05G014080.1	GWHTBECT022706
Apse05G014090.1	GWHTBECT022707
Apse05G014100.1	GWHTBECT022708
Apse05G014110.1	GWHTBECT022709
Apse05G014120.1	GWHTBECT022710
Apse05G014130.1	GWHTBECT022711
Apse05G014140.1	GWHTBECT022712
Apse05G014150.1	GWHTBECT022713
Apse05G014160.1	GWHTBECT022714
Apse05G014170.1	GWHTBECT022715
Apse05G014180.1	GWHTBECT022716
Apse05G014190.1	GWHTBECT022717
Apse05G014200.1	GWHTBECT022718
Apse05G014210.1	GWHTBECT022719
Apse05G014220.1	GWHTBECT022720
Apse05G014230.1	GWHTBECT022721
Apse05G014230.2	GWHTBECT022722
Apse05G014230.3	GWHTBECT022723
Apse05G014230.4	GWHTBECT022724
Apse05G014240.1	GWHTBECT022725
Apse05G014240.2	GWHTBECT022726
Apse05G014250.1	GWHTBECT022727
Apse05G014260.1	GWHTBECT022728
Apse05G014270.1	GWHTBECT022729
Apse05G014280.1	GWHTBECT022730
Apse05G014290.1	GWHTBECT022731
Apse05G014300.1	GWHTBECT022732
Apse05G014310.1	GWHTBECT022733
Apse05G014320.1	GWHTBECT022734
Apse05G014330.1	GWHTBECT022735
Apse05G014340.1	GWHTBECT022736
Apse05G014350.1	GWHTBECT022737
Apse05G014360.1	GWHTBECT022738
Apse05G014370.1	GWHTBECT022739
Apse05G014380.1	GWHTBECT022740
Apse05G014390.1	GWHTBECT022741
Apse05G014400.1	GWHTBECT022742
Apse05G014410.1	GWHTBECT022743
Apse05G014420.1	GWHTBECT022744
Apse05G014430.1	GWHTBECT022745
Apse05G014440.1	GWHTBECT022746
Apse05G014450.1	GWHTBECT022747
Apse05G014450.2	GWHTBECT022748
Apse05G014450.3	GWHTBECT022749
Apse05G014460.1	GWHTBECT022750
Apse05G014470.1	GWHTBECT022751
Apse05G014480.1	GWHTBECT022752
Apse05G014480.2	GWHTBECT022753
Apse05G014490.1	GWHTBECT022754
Apse05G014490.2	GWHTBECT022755
Apse05G014500.1	GWHTBECT022756
Apse05G014510.1	GWHTBECT022757
Apse05G014520.1	GWHTBECT022758
Apse05G014530.1	GWHTBECT022759
Apse05G014540.1	GWHTBECT022760
Apse05G014550.1	GWHTBECT022761
Apse05G014560.1	GWHTBECT022762
Apse05G014570.1	GWHTBECT022763
Apse05G014580.1	GWHTBECT022764
Apse05G014590.1	GWHTBECT022765
Apse05G014600.1	GWHTBECT022766
Apse05G014610.1	GWHTBECT022767
Apse05G014620.1	GWHTBECT022768
Apse05G014630.1	GWHTBECT022769
Apse05G014640.1	GWHTBECT022770
Apse05G014650.1	GWHTBECT022771
Apse05G014660.1	GWHTBECT022772
Apse05G014670.1	GWHTBECT022773
Apse05G014680.1	GWHTBECT022774
Apse05G014690.1	GWHTBECT022775
Apse05G014700.1	GWHTBECT022776
Apse05G014710.1	GWHTBECT022777
Apse05G014720.1	GWHTBECT022778
Apse05G014730.1	GWHTBECT022779
Apse05G014740.1	GWHTBECT022780
Apse05G014750.1	GWHTBECT022781
Apse05G014750.2	GWHTBECT022782
Apse05G014760.1	GWHTBECT022783
Apse05G014770.1	GWHTBECT022784
Apse05G014780.1	GWHTBECT022785
Apse05G014790.1	GWHTBECT022786
Apse05G014800.1	GWHTBECT022787
Apse05G014810.1	GWHTBECT022788
Apse05G014820.1	GWHTBECT022789
Apse05G014830.1	GWHTBECT022790
Apse05G014840.1	GWHTBECT022791
Apse05G014850.1	GWHTBECT022792
Apse05G014860.1	GWHTBECT022793
Apse05G014870.1	GWHTBECT022794
Apse05G014880.1	GWHTBECT022795
Apse05G014890.1	GWHTBECT022796
Apse05G014900.1	GWHTBECT022797
Apse05G014910.1	GWHTBECT022798
Apse05G014920.1	GWHTBECT022799
Apse05G014930.1	GWHTBECT022800
Apse05G014940.1	GWHTBECT022801
Apse05G014950.1	GWHTBECT022802
Apse05G014960.1	GWHTBECT022803
Apse05G014970.1	GWHTBECT022804
Apse05G014980.1	GWHTBECT022805
Apse05G014980.2	GWHTBECT022806
Apse05G014990.1	GWHTBECT022807
Apse05G015000.1	GWHTBECT022808
Apse05G015010.1	GWHTBECT022809
Apse05G015020.1	GWHTBECT022810
Apse05G015030.1	GWHTBECT022811
Apse05G015040.1	GWHTBECT022812
Apse05G015050.1	GWHTBECT022813
Apse05G015060.1	GWHTBECT022814
Apse05G015070.1	GWHTBECT022815
Apse05G015080.1	GWHTBECT022816
Apse05G015090.1	GWHTBECT022817
Apse05G015100.1	GWHTBECT022818
Apse05G015110.1	GWHTBECT022819
Apse05G015120.1	GWHTBECT022820
Apse05G015130.1	GWHTBECT022821
Apse05G015140.1	GWHTBECT022822
Apse05G015140.2	GWHTBECT022823
Apse05G015150.1	GWHTBECT022824
Apse05G015160.1	GWHTBECT022825
Apse05G015160.2	GWHTBECT022826
Apse05G015170.1	GWHTBECT022827
Apse05G015180.1	GWHTBECT022828
Apse05G015190.1	GWHTBECT022829
Apse05G015200.1	GWHTBECT022830
Apse05G015210.1	GWHTBECT022831
Apse05G015220.1	GWHTBECT022832
Apse05G015230.1	GWHTBECT022833
Apse05G015240.1	GWHTBECT022834
Apse05G015250.1	GWHTBECT022835
Apse05G015260.1	GWHTBECT022836
Apse05G015270.1	GWHTBECT022837
Apse05G015280.1	GWHTBECT022838
Apse05G015290.1	GWHTBECT022839
Apse05G015300.1	GWHTBECT022840
Apse05G015310.1	GWHTBECT022841
Apse05G015320.1	GWHTBECT022842
Apse05G015330.1	GWHTBECT022843
Apse05G015340.1	GWHTBECT022844
Apse05G015350.1	GWHTBECT022845
Apse05G015360.1	GWHTBECT022846
Apse05G015370.1	GWHTBECT022847
Apse05G015380.1	GWHTBECT022848
Apse05G015380.2	GWHTBECT022849
Apse05G015390.1	GWHTBECT022850
Apse05G015390.2	GWHTBECT022851
Apse05G015400.1	GWHTBECT022852
Apse05G015410.1	GWHTBECT022853
Apse05G015420.1	GWHTBECT022854
Apse05G015430.1	GWHTBECT022855
Apse05G015440.1	GWHTBECT022856
Apse05G015450.1	GWHTBECT022857
Apse05G015460.1	GWHTBECT022858
Apse05G015470.1	GWHTBECT022859
Apse05G015480.1	GWHTBECT022860
Apse05G015490.1	GWHTBECT022861
Apse05G015500.1	GWHTBECT022862
Apse05G015510.1	GWHTBECT022863
Apse05G015520.1	GWHTBECT022864
Apse05G015530.1	GWHTBECT022865
Apse05G015540.1	GWHTBECT022866
Apse05G015550.1	GWHTBECT022867
Apse05G015550.2	GWHTBECT022868
Apse05G015550.3	GWHTBECT022869
Apse05G015560.1	GWHTBECT022870
Apse05G015570.1	GWHTBECT022871
Apse05G015580.1	GWHTBECT022872
Apse05G015590.1	GWHTBECT022873
Apse05G015600.1	GWHTBECT022874
Apse05G015600.2	GWHTBECT022875
Apse05G015610.1	GWHTBECT022876
Apse05G015620.1	GWHTBECT022877
Apse05G015630.1	GWHTBECT022878
Apse05G015640.1	GWHTBECT022879
Apse05G015650.1	GWHTBECT022880
Apse05G015660.1	GWHTBECT022881
Apse05G015670.1	GWHTBECT022882
Apse05G015680.1	GWHTBECT022883
Apse05G015690.1	GWHTBECT022884
Apse05G015700.1	GWHTBECT022885
Apse05G015710.1	GWHTBECT022886
Apse05G015720.1	GWHTBECT022887
Apse05G015730.1	GWHTBECT022888
Apse05G015730.2	GWHTBECT022889
Apse05G015740.1	GWHTBECT022890
Apse05G015750.1	GWHTBECT022891
Apse05G015760.1	GWHTBECT022892
Apse05G015770.1	GWHTBECT022893
Apse05G015780.1	GWHTBECT022894
Apse05G015790.1	GWHTBECT022895
