Aneg05G018740.1	ACNE_00001
Aneg03G005300.1	ACNE_27427
Aneg06G019790.1	ACNE_27428
Aneg08G007530.1	ACNE_27429
Aneg080S000040.1	ACNE_27430
Aneg02G016080.1	ACNE_27431
Aneg13G010970.1	ACNE_27432
Aneg02G027860.1	ACNE_27433
Aneg09G019360.1	ACNE_27434
Aneg02G011990.1	ACNE_27435
Aneg02G008980.1	ACNE_27436
Aneg06G018140.1	ACNE_27437
Aneg03G004480.1	ACNE_27438
Aneg13G009400.1	ACNE_27439
Aneg09G014270.1	ACNE_27440
Aneg09G001330.1	ACNE_27441
Aneg13G014090.1	ACNE_27442
Aneg12G006440.1	ACNE_27443
Aneg03G026090.1	ACNE_27444
Aneg05G020960.1	ACNE_27445
Aneg08G006050.1	ACNE_27446
Aneg07G010860.1	ACNE_27447
Aneg01G016440.1	ACNE_27448
Aneg04G016890.1	ACNE_27449
Aneg08G018160.1	ACNE_27450
Aneg11G014350.1	ACNE_27451
Aneg02G003170.1	ACNE_27452
Aneg04G016540.1	ACNE_27453
Aneg01G003980.1	ACNE_27454
Aneg13G012610.1	ACNE_27455
Aneg11G017760.1	ACNE_27456
Aneg03G008200.1	ACNE_27457
Aneg05G022690.1	ACNE_27458
Aneg05G023820.1	ACNE_27459
Aneg03G014290.1	ACNE_27460
Aneg04G012960.1	ACNE_27461
Aneg08G002930.1	ACNE_27462
Aneg10G008360.1	ACNE_27463
Aneg13G001540.1	ACNE_27464
Aneg04G027540.1	ACNE_27465
Aneg05G013760.1	ACNE_27466
Aneg09G014970.1	ACNE_27467
Aneg02G031720.1	ACNE_27468
Aneg06G010790.1	ACNE_27469
Aneg04G004160.1	ACNE_27470
Aneg03G014690.1	ACNE_27471
Aneg04G022670.1	ACNE_27472
Aneg06G003260.1	ACNE_27473
Aneg10G014830.1	ACNE_27474
Aneg11G006070.1	ACNE_27475
Aneg02G001120.1	ACNE_27476
Aneg09G006740.1	ACNE_27477
Aneg11G013080.1	ACNE_27478
Aneg04G022040.1	ACNE_27479
Aneg06G020340.1	ACNE_27480
Aneg05G014370.1	ACNE_27481
Aneg01G002570.1	ACNE_27482
Aneg05G023810.1	ACNE_27483
Aneg02G011210.1	ACNE_27484
Aneg02G030130.1	ACNE_27485
Aneg09G012510.1	ACNE_27486
Aneg03G004950.1	ACNE_27487
Aneg07G016780.1	ACNE_27488
Aneg12G011780.1	ACNE_27489
Aneg03G008810.1	ACNE_27490
Aneg11G010560.1	ACNE_27491
Aneg03G004170.1	ACNE_27492
Aneg04G024360.1	ACNE_27493
Aneg01G033770.1	ACNE_27494
Aneg10G006430.1	ACNE_27495
Aneg11G001360.1	ACNE_27496
Aneg03G011890.1	ACNE_27497
Aneg13G012580.1	ACNE_27498
Aneg10G016250.1	ACNE_27499
Aneg02G010700.1	ACNE_27500
Aneg06G003360.1	ACNE_27501
Aneg03G020090.1	ACNE_27502
Aneg02G024130.1	ACNE_27503
Aneg07G009820.1	ACNE_27504
Aneg06G017130.1	ACNE_27505
Aneg04G009170.1	ACNE_27506
Aneg08G018400.1	ACNE_27507
Aneg03G027000.1	ACNE_27508
Aneg11G019540.1	ACNE_27509
Aneg04G008720.1	ACNE_27510
Aneg03G005910.1	ACNE_27511
Aneg08G017390.1	ACNE_27512
Aneg07G006610.1	ACNE_27513
Aneg04G017720.1	ACNE_27514
Aneg10G010130.1	ACNE_27515
Aneg09G017580.1	ACNE_27516
Aneg08G013190.1	ACNE_27517
Aneg04G018560.1	ACNE_27518
Aneg01G014250.1	ACNE_27519
Aneg05G001280.1	ACNE_27520
Aneg05G019010.1	ACNE_27521
Aneg08G003180.1	ACNE_27522
Aneg09G018040.1	ACNE_27523
Aneg05G024950.1	ACNE_27524
Aneg11G011660.1	ACNE_27525
Aneg02G020240.1	ACNE_27526
Aneg01G033260.1	ACNE_27527
Aneg01G032240.1	ACNE_27528
Aneg01G007050.1	ACNE_27529
Aneg03G007530.1	ACNE_27530
Aneg13G009660.1	ACNE_27531
Aneg08G004390.1	ACNE_27532
Aneg01G029010.1	ACNE_27533
Aneg04G021510.1	ACNE_27534
Aneg11G004920.1	ACNE_27535
Aneg01G016960.1	ACNE_27536
Aneg06G006190.1	ACNE_27537
Aneg06G007910.1	ACNE_27538
Aneg07G003290.1	ACNE_27539
Aneg08G017800.1	ACNE_27540
Aneg06G018630.1	ACNE_27541
Aneg04G020510.1	ACNE_27542
Aneg03G022290.1	ACNE_27543
Aneg12G017840.1	ACNE_27544
Aneg08G006210.1	ACNE_27545
Aneg11G008930.1	ACNE_27546
Aneg09G004540.1	ACNE_27547
Aneg03G015930.1	ACNE_27548
Aneg03G017790.1	ACNE_27549
Aneg11G005790.1	ACNE_27550
Aneg05G003580.1	ACNE_27551
Aneg09G003890.1	ACNE_27552
Aneg07G018290.1	ACNE_27553
Aneg02G009510.1	ACNE_27554
Aneg09G009060.1	ACNE_27555
Aneg10G015270.1	ACNE_27556
Aneg12G013940.1	ACNE_27557
Aneg02G028520.1	ACNE_27558
Aneg13G009800.1	ACNE_27559
Aneg12G009460.1	ACNE_27560
Aneg03G012890.1	ACNE_27561
Aneg03G012320.1	ACNE_27562
Aneg01G028730.1	ACNE_27563
Aneg04G022450.1	ACNE_27564
Aneg11G005660.1	ACNE_27565
Aneg07G007370.1	ACNE_27566
Aneg09G013660.1	ACNE_27567
Aneg02G031520.1	ACNE_27568
Aneg01G005820.1	ACNE_27569
Aneg01G021350.1	ACNE_27570
Aneg09G017010.1	ACNE_27571
Aneg04G025930.1	ACNE_27572
Aneg07G004010.1	ACNE_27573
Aneg11G012450.1	ACNE_27574
Aneg10G003490.1	ACNE_27575
Aneg01G020340.1	ACNE_27576
Aneg07G007570.1	ACNE_27577
Aneg02G031030.1	ACNE_27578
Aneg06G008050.1	ACNE_27579
Aneg03G004090.1	ACNE_27580
Aneg02G004950.1	ACNE_27581
Aneg07G018060.1	ACNE_27582
Aneg12G008890.1	ACNE_27583
Aneg03G017120.1	ACNE_27584
Aneg13G003890.1	ACNE_27585
Aneg12G013410.1	ACNE_27586
Aneg13G011460.1	ACNE_27587
Aneg01G012960.1	ACNE_27588
Aneg09G005150.1	ACNE_27589
Aneg09G012430.1	ACNE_27590
Aneg09G003220.1	ACNE_27591
Aneg09G017860.1	ACNE_27592
Aneg12G012640.1	ACNE_27593
Aneg03G001240.1	ACNE_27594
Aneg03G014500.1	ACNE_27595
Aneg03G000490.1	ACNE_27596
Aneg01G016660.1	ACNE_27597
Aneg04G019160.1	ACNE_27598
Aneg01G008180.1	ACNE_27599
Aneg02G014740.1	ACNE_27600
Aneg10G002490.1	ACNE_27601
Aneg03G027380.1	ACNE_27602
Aneg10G006400.1	ACNE_27603
Aneg10G005460.1	ACNE_27604
Aneg05G000560.1	ACNE_27605
Aneg09G015720.1	ACNE_27606
Aneg12G010800.1	ACNE_27607
Aneg06G013050.1	ACNE_27608
Aneg03G007520.1	ACNE_27609
Aneg13G011780.1	ACNE_27610
Aneg01G010990.1	ACNE_27611
Aneg04G012190.1	ACNE_27612
Aneg02G016460.1	ACNE_27613
Aneg13G009940.1	ACNE_27614
Aneg12G015130.1	ACNE_27615
Aneg01G010850.1	ACNE_27616
Aneg12G002200.1	ACNE_27617
Aneg05G020200.1	ACNE_27618
Aneg06G014550.1	ACNE_27619
Aneg04G000390.1	ACNE_27620
Aneg04G017300.1	ACNE_27621
Aneg06G013390.1	ACNE_27622
Aneg01G006090.1	ACNE_27623
Aneg06G000630.1	ACNE_27624
Aneg04G023200.1	ACNE_27625
Aneg07G009620.1	ACNE_27626
Aneg06G006960.1	ACNE_27627
Aneg02G025800.1	ACNE_27628
Aneg07G003270.1	ACNE_27629
Aneg10G002560.1	ACNE_27630
Aneg10G006570.1	ACNE_27631
Aneg07G000380.1	ACNE_27632
Aneg03G011690.1	ACNE_27633
Aneg11G003700.1	ACNE_27634
Aneg05G023290.1	ACNE_27635
Aneg13G006710.1	ACNE_27636
Aneg02G009070.1	ACNE_27637
Aneg07G002490.1	ACNE_27638
Aneg12G008190.1	ACNE_27639
Aneg11G014730.1	ACNE_27640
Aneg10G011630.1	ACNE_27641
Aneg06G019280.1	ACNE_27642
Aneg05G024280.1	ACNE_27643
Aneg04G012930.1	ACNE_27644
Aneg10G006180.1	ACNE_27645
Aneg11G000870.1	ACNE_27646
Aneg04G019010.1	ACNE_27647
Aneg11G000440.1	ACNE_27648
Aneg05G004960.1	ACNE_27649
Aneg03G025190.1	ACNE_27650
Aneg01G027190.1	ACNE_27651
Aneg01G009140.1	ACNE_27652
Aneg04G005780.1	ACNE_27653
Aneg02G008570.1	ACNE_27654
Aneg09G011580.1	ACNE_27655
Aneg11G018730.1	ACNE_27656
Aneg01G017880.1	ACNE_27657
Aneg03G024390.1	ACNE_27658
Aneg04G028070.1	ACNE_27659
Aneg01G032650.1	ACNE_27660
Aneg04G015880.1	ACNE_27661
Aneg03G002660.1	ACNE_27662
Aneg03G019520.1	ACNE_27663
Aneg01G008080.1	ACNE_27664
Aneg02G015400.1	ACNE_27665
Aneg11G018220.1	ACNE_27666
Aneg12G002640.1	ACNE_27667
Aneg04G013130.1	ACNE_27668
Aneg01G024680.1	ACNE_27669
Aneg04G012340.1	ACNE_27670
Aneg12G009970.1	ACNE_27671
Aneg02G016590.1	ACNE_27672
Aneg09G005850.1	ACNE_27673
Aneg02G005280.1	ACNE_27674
Aneg10G009600.1	ACNE_27675
Aneg07G013430.1	ACNE_27676
Aneg08G003560.1	ACNE_27677
Aneg01G013080.1	ACNE_27678
Aneg09G005350.1	ACNE_27679
Aneg03G028180.1	ACNE_27680
Aneg11G013290.1	ACNE_27681
Aneg12G004280.1	ACNE_27682
Aneg03G009000.1	ACNE_27683
Aneg08G003670.1	ACNE_27684
Aneg05G017570.1	ACNE_27685
Aneg04G026790.1	ACNE_27686
Aneg05G003470.1	ACNE_27687
Aneg04G005540.1	ACNE_27688
Aneg06G016350.1	ACNE_27689
Aneg05G015830.1	ACNE_27690
Aneg03G005430.1	ACNE_27691
Aneg02G009770.1	ACNE_27692
Aneg11G019040.1	ACNE_27693
Aneg11G012630.1	ACNE_27694
Aneg10G002170.1	ACNE_27695
Aneg02G009940.1	ACNE_27696
Aneg06G015340.1	ACNE_27697
Aneg04G010830.1	ACNE_27698
Aneg05G003980.1	ACNE_27699
Aneg11G014840.1	ACNE_27700
Aneg05G021460.1	ACNE_27701
Aneg04G023840.1	ACNE_27702
Aneg02G010970.1	ACNE_27703
Aneg12G007240.1	ACNE_27704
Aneg04G022790.1	ACNE_27705
Aneg04G014560.1	ACNE_27706
Aneg04G001420.1	ACNE_27707
Aneg03G017240.1	ACNE_27708
Aneg04G000250.1	ACNE_27709
Aneg13G006650.1	ACNE_27710
Aneg01G023630.1	ACNE_27711
Aneg12G018680.1	ACNE_27712
Aneg11G007720.1	ACNE_27713
Aneg05G002500.1	ACNE_27714
Aneg06G017160.1	ACNE_27715
Aneg07G009390.1	ACNE_27716
Aneg06G000450.1	ACNE_27717
Aneg12G003380.1	ACNE_27718
Aneg06G007390.1	ACNE_27719
Aneg03G029640.1	ACNE_27720
Aneg01G014870.1	ACNE_27721
Aneg06G020910.1	ACNE_27722
Aneg12G015580.1	ACNE_27723
Aneg03G023870.1	ACNE_27724
Aneg04G000330.1	ACNE_27725
Aneg03G005600.1	ACNE_27726
Aneg09G010480.1	ACNE_27727
Aneg13G009220.1	ACNE_27728
Aneg01G016810.1	ACNE_27729
Aneg04G022140.1	ACNE_27730
Aneg09G010700.1	ACNE_27731
Aneg08G013140.1	ACNE_27732
Aneg13G009590.1	ACNE_27733
Aneg08G003630.1	ACNE_27734
Aneg05G005690.1	ACNE_27735
Aneg04G004540.1	ACNE_27736
Aneg11G005990.1	ACNE_27737
Aneg12G010150.1	ACNE_27738
Aneg13G002170.1	ACNE_27739
Aneg05G020260.1	ACNE_27740
Aneg08G016820.1	ACNE_27741
Aneg03G025230.1	ACNE_27742
Aneg08G008790.1	ACNE_27743
Aneg07G014970.1	ACNE_27744
Aneg01G023490.1	ACNE_27745
Aneg02G012960.1	ACNE_27746
Aneg01G004730.1	ACNE_27747
Aneg09G013090.1	ACNE_27748
Aneg05G020650.1	ACNE_27749
Aneg05G011830.1	ACNE_27750
Aneg08G017050.1	ACNE_27751
Aneg01G010490.1	ACNE_27752
Aneg11G018740.1	ACNE_27753
Aneg08G011630.1	ACNE_27754
Aneg06G005720.1	ACNE_27755
Aneg10G013470.1	ACNE_27756
Aneg11G010310.1	ACNE_27757
Aneg03G004490.1	ACNE_27758
Aneg01G017090.1	ACNE_27759
Aneg10G013290.1	ACNE_27760
Aneg01G007360.1	ACNE_27761
Aneg11G015480.1	ACNE_27762
Aneg02G027510.1	ACNE_27763
Aneg11G004060.1	ACNE_27764
Aneg10G002530.1	ACNE_27765
Aneg12G017960.1	ACNE_27766
Aneg04G002750.1	ACNE_27767
Aneg04G028330.1	ACNE_27768
Aneg01G013780.1	ACNE_27769
Aneg07G019030.1	ACNE_27770
Aneg11G018260.1	ACNE_27771
Aneg05G022400.1	ACNE_27772
Aneg06G010610.1	ACNE_27773
Aneg09G005730.1	ACNE_27774
Aneg11G006060.1	ACNE_27775
Aneg03G010740.1	ACNE_27776
Aneg09G004960.1	ACNE_27777
Aneg07G007270.1	ACNE_27778
Aneg03G020580.1	ACNE_27779
Aneg10G014290.1	ACNE_27780
Aneg02G008330.1	ACNE_27781
Aneg12G016270.1	ACNE_27782
Aneg05G022220.1	ACNE_27783
Aneg06G005080.1	ACNE_27784
Aneg07G017990.1	ACNE_27785
Aneg13G014540.1	ACNE_27786
Aneg02G030890.1	ACNE_27787
Aneg01G027110.1	ACNE_27788
Aneg04G014700.1	ACNE_27789
Aneg10G014140.1	ACNE_27790
Aneg12G018310.1	ACNE_27791
Aneg09G018150.1	ACNE_27792
Aneg03G012820.1	ACNE_27793
Aneg06G003640.1	ACNE_27794
Aneg06G000510.1	ACNE_27795
Aneg03G014580.1	ACNE_27796
Aneg06G011510.1	ACNE_27797
Aneg01G033240.1	ACNE_27798
Aneg02G012550.1	ACNE_27799
Aneg02G010020.1	ACNE_27800
Aneg02G025810.1	ACNE_27801
Aneg07G011600.1	ACNE_27802
Aneg08G005920.1	ACNE_27803
Aneg11G016710.1	ACNE_27804
Aneg08G002460.1	ACNE_27805
Aneg12G004600.1	ACNE_27806
Aneg04G026160.1	ACNE_27807
Aneg04G009510.1	ACNE_27808
Aneg02G001240.1	ACNE_27809
Aneg09G001430.1	ACNE_27810
Aneg07G008430.1	ACNE_27811
Aneg02G029600.1	ACNE_27812
Aneg04G018010.1	ACNE_27813
Aneg03G010360.1	ACNE_27814
Aneg07G014890.1	ACNE_27815
Aneg11G008330.1	ACNE_27816
Aneg11G011500.1	ACNE_27817
Aneg04G003840.1	ACNE_27818
Aneg03G021890.1	ACNE_27819
Aneg09G009500.1	ACNE_27820
Aneg11G007370.1	ACNE_27821
Aneg13G015580.1	ACNE_27822
Aneg02G012060.1	ACNE_27823
Aneg01G030680.1	ACNE_27824
Aneg13G005780.1	ACNE_27825
Aneg01G018360.1	ACNE_27826
Aneg07G001110.1	ACNE_27827
Aneg11G004100.1	ACNE_27828
Aneg03G020760.1	ACNE_27829
Aneg07G008540.1	ACNE_27830
Aneg10G014700.1	ACNE_27831
Aneg01G020410.1	ACNE_27832
Aneg13G008820.1	ACNE_27833
Aneg02G008340.1	ACNE_27834
Aneg06G018010.1	ACNE_27835
Aneg06G004340.1	ACNE_27836
Aneg03G002600.1	ACNE_27837
Aneg04G019860.1	ACNE_27838
Aneg07G009250.1	ACNE_27839
Aneg01G022420.1	ACNE_27840
Aneg09G003200.1	ACNE_27841
Aneg11G010180.1	ACNE_27842
Aneg04G020280.1	ACNE_27843
Aneg05G000190.1	ACNE_27844
Aneg13G011180.1	ACNE_27845
Aneg05G018350.1	ACNE_27846
Aneg05G017280.1	ACNE_27847
Aneg11G000820.1	ACNE_27848
Aneg06G018510.1	ACNE_27849
Aneg01G032730.1	ACNE_27850
Aneg02G021520.1	ACNE_27851
Aneg12G004120.1	ACNE_27852
Aneg01G013930.1	ACNE_27853
Aneg02G023280.1	ACNE_27854
Aneg09G012870.1	ACNE_27855
Aneg11G007780.1	ACNE_27856
Aneg06G002150.1	ACNE_27857
Aneg11G011080.1	ACNE_27858
Aneg05G008340.1	ACNE_27859
Aneg02G029640.1	ACNE_27860
Aneg09G012890.1	ACNE_27861
Aneg01G012240.1	ACNE_27862
Aneg09G012970.1	ACNE_27863
Aneg09G014880.1	ACNE_27864
Aneg04G005440.1	ACNE_27865
Aneg05G014440.1	ACNE_27866
Aneg07G010500.1	ACNE_27867
Aneg02G014270.1	ACNE_27868
Aneg11G014180.1	ACNE_27869
Aneg01G031650.1	ACNE_27870
Aneg02G027780.1	ACNE_27871
Aneg03G025620.1	ACNE_27872
Aneg07G016030.1	ACNE_27873
Aneg08G003910.1	ACNE_27874
Aneg09G000280.1	ACNE_27875
Aneg12G001600.1	ACNE_27876
Aneg01G002230.1	ACNE_27877
Aneg12G017850.1	ACNE_27878
Aneg05G018190.1	ACNE_27879
Aneg04G010360.1	ACNE_27880
Aneg07G012960.1	ACNE_27881
Aneg09G018480.1	ACNE_27882
Aneg07G001530.1	ACNE_27883
Aneg02G016580.1	ACNE_27884
Aneg070S000010.1	ACNE_27885
Aneg12G018500.1	ACNE_27886
Aneg02G013000.1	ACNE_27887
Aneg01G005500.1	ACNE_27888
Aneg06G018160.1	ACNE_27889
Aneg04G002090.1	ACNE_27890
Aneg10G003360.1	ACNE_27891
Aneg02G010490.1	ACNE_27892
Aneg01G018550.1	ACNE_27893
Aneg05G018240.1	ACNE_27894
Aneg01G015670.1	ACNE_27895
Aneg04G002040.1	ACNE_27896
Aneg05G007620.1	ACNE_27897
Aneg06G015560.1	ACNE_27898
Aneg02G021700.1	ACNE_27899
Aneg05G017300.1	ACNE_27900
Aneg03G017370.1	ACNE_27901
Aneg01G004140.1	ACNE_27902
Aneg08G005330.1	ACNE_27903
Aneg08G017820.1	ACNE_27904
Aneg05G016110.1	ACNE_27905
Aneg01G011930.1	ACNE_27906
Aneg02G022170.1	ACNE_27907
Aneg13G012140.1	ACNE_27908
Aneg13G011240.1	ACNE_27909
Aneg10G014240.1	ACNE_27910
Aneg04G023170.1	ACNE_27911
Aneg01G034000.1	ACNE_27912
Aneg02G024550.1	ACNE_27913
Aneg01G008620.1	ACNE_27914
Aneg01G014380.1	ACNE_27915
Aneg08G005560.1	ACNE_27916
Aneg11G006450.1	ACNE_27917
Aneg10G001440.1	ACNE_27918
Aneg12G004090.1	ACNE_27919
Aneg03G019420.1	ACNE_27920
Aneg02G029520.1	ACNE_27921
Aneg03G020170.1	ACNE_27922
Aneg05G000320.1	ACNE_27923
Aneg09G004180.1	ACNE_27924
Aneg04G018840.1	ACNE_27925
Aneg03G021970.1	ACNE_27926
Aneg03G011900.1	ACNE_27927
Aneg12G015720.1	ACNE_27928
Aneg01G017610.1	ACNE_27929
Aneg09G017280.1	ACNE_27930
Aneg11G017140.1	ACNE_27931
Aneg06G011470.1	ACNE_27932
Aneg03G003730.1	ACNE_27933
Aneg07G009830.1	ACNE_27934
Aneg09G003310.1	ACNE_27935
Aneg05G008580.1	ACNE_27936
Aneg11G001980.1	ACNE_27937
Aneg10G011060.1	ACNE_27938
Aneg02G004580.1	ACNE_27939
Aneg01G007460.1	ACNE_27940
Aneg05G000280.1	ACNE_27941
Aneg04G019460.1	ACNE_27942
Aneg04G025270.1	ACNE_27943
Aneg04G029050.1	ACNE_27944
Aneg12G018200.1	ACNE_27945
Aneg05G022800.1	ACNE_27946
Aneg07G008900.1	ACNE_27947
Aneg13G010690.1	ACNE_27948
Aneg01G031080.1	ACNE_27949
Aneg05G014280.1	ACNE_27950
Aneg03G015360.1	ACNE_27951
Aneg06G001230.1	ACNE_27952
Aneg05G017810.1	ACNE_27953
Aneg04G017990.1	ACNE_27954
Aneg01G026740.1	ACNE_27955
Aneg10G015180.1	ACNE_27956
Aneg07G006380.1	ACNE_27957
Aneg02G020430.1	ACNE_27958
Aneg06G019370.1	ACNE_27959
Aneg03G014090.1	ACNE_27960
Aneg12G017520.1	ACNE_27961
Aneg13G009340.1	ACNE_27962
Aneg08G009270.1	ACNE_27963
Aneg07G008860.1	ACNE_27964
Aneg09G018180.1	ACNE_27965
Aneg01G033030.1	ACNE_27966
Aneg04G011070.1	ACNE_27967
Aneg01G010680.1	ACNE_27968
Aneg10G001050.1	ACNE_27969
Aneg03G006770.1	ACNE_27970
Aneg03G009150.1	ACNE_27971
Aneg13G004520.1	ACNE_27972
Aneg04G007740.1	ACNE_27973
Aneg04G010870.1	ACNE_27974
Aneg11G008800.1	ACNE_27975
Aneg01G002240.1	ACNE_27976
Aneg10G001530.1	ACNE_27977
Aneg02G007940.1	ACNE_27978
Aneg05G003840.1	ACNE_27979
Aneg13G006790.1	ACNE_27980
Aneg13G006990.1	ACNE_27981
Aneg055S000020.1	ACNE_27982
Aneg13G017370.1	ACNE_27983
Aneg09G009150.1	ACNE_27984
Aneg09G018630.1	ACNE_27985
Aneg03G014760.1	ACNE_27986
Aneg01G028530.1	ACNE_27987
Aneg04G005320.1	ACNE_27988
Aneg09G006220.1	ACNE_27989
Aneg13G007800.1	ACNE_27990
Aneg03G020630.1	ACNE_27991
Aneg10G004360.1	ACNE_27992
Aneg01G012460.1	ACNE_27993
Aneg03G014470.1	ACNE_27994
Aneg04G026360.1	ACNE_27995
Aneg06G017230.1	ACNE_27996
Aneg10G000620.1	ACNE_27997
Aneg03G018250.1	ACNE_27998
Aneg12G013310.1	ACNE_27999
Aneg06G020370.1	ACNE_28000
Aneg06G005560.1	ACNE_28001
Aneg03G008330.1	ACNE_28002
Aneg08G019040.1	ACNE_28003
Aneg03G028010.1	ACNE_28004
Aneg01G008480.1	ACNE_28005
Aneg05G019000.1	ACNE_28006
Aneg13G007920.1	ACNE_28007
Aneg12G006710.1	ACNE_28008
Aneg01G023940.1	ACNE_28009
Aneg05G016750.1	ACNE_28010
Aneg07G012250.1	ACNE_28011
Aneg04G008620.1	ACNE_28012
Aneg03G012730.1	ACNE_28013
Aneg08G019370.1	ACNE_28014
Aneg08G017350.1	ACNE_28015
Aneg06G003160.1	ACNE_28016
Aneg07G007230.1	ACNE_28017
Aneg02G000200.1	ACNE_28018
Aneg04G011730.1	ACNE_28019
Aneg08G017980.1	ACNE_28020
Aneg06G000640.1	ACNE_28021
Aneg06G018290.1	ACNE_28022
Aneg11G004810.1	ACNE_28023
Aneg07G016160.1	ACNE_28024
Aneg08G006820.1	ACNE_28025
Aneg03G010480.1	ACNE_28026
Aneg09G002140.1	ACNE_28027
Aneg06G019980.1	ACNE_28028
Aneg08G009740.1	ACNE_28029
Aneg06G002190.1	ACNE_28030
Aneg03G012490.1	ACNE_28031
Aneg06G008180.1	ACNE_28032
Aneg07G019210.1	ACNE_28033
Aneg08G007190.1	ACNE_28034
Aneg04G027580.1	ACNE_28035
Aneg05G004000.1	ACNE_28036
Aneg04G010260.1	ACNE_28037
Aneg08G015050.1	ACNE_28038
Aneg03G015120.1	ACNE_28039
Aneg03G029230.1	ACNE_28040
Aneg02G009110.1	ACNE_28041
Aneg10G005770.1	ACNE_28042
Aneg05G006010.1	ACNE_28043
Aneg04G028080.1	ACNE_28044
Aneg02G028400.1	ACNE_28045
Aneg10G002130.1	ACNE_28046
Aneg09G013870.1	ACNE_28047
Aneg06G016640.1	ACNE_28048
Aneg05G022040.1	ACNE_28049
Aneg04G002650.1	ACNE_28050
Aneg11G018460.1	ACNE_28051
Aneg04G004770.1	ACNE_28052
Aneg01G002930.1	ACNE_28053
Aneg07G013120.1	ACNE_28054
Aneg03G004410.1	ACNE_28055
Aneg05G023740.1	ACNE_28056
Aneg01G002500.1	ACNE_28057
Aneg08G002770.1	ACNE_28058
Aneg05G015010.1	ACNE_28059
Aneg03G000630.1	ACNE_28060
Aneg02G026420.1	ACNE_28061
Aneg08G002490.1	ACNE_28062
Aneg06G003440.1	ACNE_28063
Aneg08G018700.1	ACNE_28064
Aneg04G003700.1	ACNE_28065
Aneg11G002860.1	ACNE_28066
Aneg05G023460.1	ACNE_28067
Aneg01G008050.1	ACNE_28068
Aneg06G015430.1	ACNE_28069
Aneg01G007540.1	ACNE_28070
Aneg03G014490.1	ACNE_28071
Aneg02G018980.1	ACNE_28072
Aneg05G002480.1	ACNE_28073
Aneg09G001170.1	ACNE_28074
Aneg12G017600.1	ACNE_28075
Aneg11G006830.1	ACNE_28076
Aneg07G018660.1	ACNE_28077
Aneg02G012380.1	ACNE_28078
Aneg09G006030.1	ACNE_28079
Aneg04G002980.1	ACNE_28080
Aneg02G029530.1	ACNE_28081
Aneg05G000920.1	ACNE_28082
Aneg06G002030.1	ACNE_28083
Aneg06G002520.1	ACNE_28084
Aneg03G009490.1	ACNE_28085
Aneg04G020090.1	ACNE_28086
Aneg10G013350.1	ACNE_28087
Aneg13G014190.1	ACNE_28088
Aneg02G018860.1	ACNE_28089
Aneg04G023450.1	ACNE_28090
Aneg03G024920.1	ACNE_28091
Aneg13G014900.1	ACNE_28092
Aneg07G014160.1	ACNE_28093
Aneg03G011170.1	ACNE_28094
Aneg01G011870.1	ACNE_28095
Aneg03G021360.1	ACNE_28096
Aneg10G000980.1	ACNE_28097
Aneg04G001580.1	ACNE_28098
Aneg04G026830.1	ACNE_28099
Aneg05G012000.1	ACNE_28100
Aneg04G027990.1	ACNE_28101
Aneg04G027850.1	ACNE_28102
Aneg02G028640.1	ACNE_28103
Aneg04G017880.1	ACNE_28104
Aneg09G017920.1	ACNE_28105
Aneg08G016490.1	ACNE_28106
Aneg02G025250.1	ACNE_28107
Aneg06G020830.1	ACNE_28108
Aneg06G011100.1	ACNE_28109
Aneg06G015620.1	ACNE_28110
Aneg07G010650.1	ACNE_28111
Aneg02G029260.1	ACNE_28112
Aneg01G031100.1	ACNE_28113
Aneg11G005150.1	ACNE_28114
Aneg04G009270.1	ACNE_28115
Aneg11G016480.1	ACNE_28116
Aneg06G007230.1	ACNE_28117
Aneg13G013160.1	ACNE_28118
Aneg07G000040.1	ACNE_28119
Aneg01G006640.1	ACNE_28120
Aneg10G012090.1	ACNE_28121
Aneg03G016390.1	ACNE_28122
Aneg05G011230.1	ACNE_28123
Aneg01G006730.1	ACNE_28124
Aneg09G001310.1	ACNE_28125
Aneg01G011490.1	ACNE_28126
Aneg02G029110.1	ACNE_28127
Aneg10G016050.1	ACNE_28128
Aneg02G031820.1	ACNE_28129
Aneg04G009350.1	ACNE_28130
Aneg03G011680.1	ACNE_28131
Aneg12G014580.1	ACNE_28132
Aneg03G013950.1	ACNE_28133
Aneg07G015060.1	ACNE_28134
Aneg03G015150.1	ACNE_28135
Aneg10G000830.1	ACNE_28136
Aneg06G020350.1	ACNE_28137
Aneg01G005530.1	ACNE_28138
Aneg04G010470.1	ACNE_28139
Aneg10G007610.1	ACNE_28140
Aneg01G003110.1	ACNE_28141
Aneg13G004240.1	ACNE_28142
Aneg03G002340.1	ACNE_28143
Aneg02G000700.1	ACNE_28144
Aneg02G009440.1	ACNE_28145
Aneg01G008340.1	ACNE_28146
Aneg10G003410.1	ACNE_28147
Aneg08G009850.1	ACNE_28148
Aneg08G004020.1	ACNE_28149
Aneg03G023150.1	ACNE_28150
Aneg08G019220.1	ACNE_28151
Aneg07G018550.1	ACNE_28152
Aneg03G020080.1	ACNE_28153
Aneg07G001000.1	ACNE_28154
Aneg11G002670.1	ACNE_28155
Aneg01G025290.1	ACNE_28156
Aneg01G005640.1	ACNE_28157
Aneg01G026380.1	ACNE_28158
Aneg06G018550.1	ACNE_28159
Aneg01G023890.1	ACNE_28160
Aneg11G011230.1	ACNE_28161
