Atru01G000010	Atru.chr1.1
Atru12G003740	Atru.chr12.441
Atru12G003750	Atru.chr12.442
Atru12G003760	Atru.chr12.443
Atru12G003770	Atru.chr12.444
Atru12G003780	Atru.chr12.445
Atru12G003790	Atru.chr12.447
Atru12G003800	Atru.chr12.448
Atru12G003810	Atru.chr12.449
Atru12G003820	Atru.chr12.451
Atru12G003830	Atru.chr12.452
Atru12G003840	Atru.chr12.453
Atru12G003850	Atru.chr12.454
Atru12G003860	Atru.chr12.455
Atru12G003870	Atru.chr12.456
Atru12G003880	Atru.chr12.457
Atru12G003890	Atru.chr12.458
Atru12G003900	Atru.chr12.459
Atru12G003910	Atru.chr12.460
Atru12G003920	Atru.chr12.461
Atru12G003930	Atru.chr12.462
Atru12G003940	Atru.chr12.463
Atru12G003950	Atru.chr12.464
Atru12G003960	Atru.chr12.465
Atru12G003970	Atru.chr12.468
Atru12G003980	Atru.chr12.469
Atru12G003990	Atru.chr12.470
Atru12G004000	Atru.chr12.471
Atru12G004010	Atru.chr12.473
Atru12G004020	Atru.chr12.474
Atru12G004030	Atru.chr12.475
Atru12G004040	Atru.chr12.476
Atru12G004050	Atru.chr12.477
Atru12G004060	Atru.chr12.478
Atru12G004070	Atru.chr12.479
Atru12G004080	Atru.chr12.482
Atru12G004090	Atru.chr12.483
Atru12G004100	Atru.chr12.484
Atru12G004110	Atru.chr12.485
Atru12G004120	Atru.chr12.486
Atru12G004130	Atru.chr12.487
Atru12G004140	Atru.chr12.488
Atru12G004150	Atru.chr12.489
Atru12G004160	Atru.chr12.491
Atru12G004170	Atru.chr12.492
Atru12G004180	Atru.chr12.493
Atru12G004190	Atru.chr12.494
Atru12G004200	Atru.chr12.495
Atru12G004210	Atru.BG.276.p
Atru12G004220	Atru.chr12.498
Atru12G004230	Atru.chr12.499
Atru12G004240	Atru.chr12.500
Atru12G004250	Atru.chr12.501
Atru12G004260	Atru.chr12.502
Atru12G004270	Atru.chr12.503
Atru12G004280	Atru.BG.253.p
Atru12G004290	Atru.chr12.505
Atru12G004300	Atru.chr12.506
Atru12G004310	Atru.chr12.507
Atru12G004320	Atru.chr12.508
Atru12G004330	Atru.chr12.510
Atru12G004340	Atru.chr12.512
Atru12G004350	Atru.chr12.513
Atru12G004360	Atru.chr12.514
Atru12G004370	Atru.chr12.516
Atru12G004380	Atru.chr12.517
Atru12G004390	Atru.chr12.518
Atru12G004400	Atru.chr12.519
Atru12G004410	Atru.chr12.520
Atru12G004420	Atru.chr12.521
Atru12G004430	Atru.chr12.522
Atru12G004440	Atru.chr12.523
Atru12G004450	Atru.chr12.524
Atru12G004460	Atru.chr12.525
Atru12G004470	Atru.chr12.526
Atru12G004480	Atru.chr12.536
Atru12G004490	Atru.chr12.538
Atru12G004500	Atru.chr12.542
Atru12G004510	Atru.chr12.543
Atru12G004520	Atru.chr12.544
Atru12G004530	Atru.chr12.545
Atru12G004540	Atru.chr12.546
Atru12G004550	Atru.chr12.547
Atru12G004560	Atru.chr12.548
Atru12G004570	Atru.chr12.549
Atru12G004580	Atru.chr12.550
Atru12G004590	Atru.chr12.552
Atru12G004600	Atru.chr12.553
Atru12G004610	Atru.chr12.554
Atru12G004620	Atru.chr12.557
Atru12G004630	Atru.chr12.558
Atru12G004640	Atru.chr12.559
Atru12G004650	Atru.chr12.560
Atru12G004660	Atru.chr12.561
Atru12G004670	Atru.chr12.562
Atru12G004680	Atru.chr12.563
Atru12G004690	Atru.chr12.564
Atru12G004700	Atru.chr12.565.1
Atru12G004710	Atru.chr12.566
Atru12G004720	Atru.chr12.567
Atru12G004730	Atru.chr12.568
Atru12G004740	Atru.chr12.569
Atru12G004750	Atru.chr12.570
Atru12G004760	Atru.chr12.571
Atru12G004770	Atru.chr12.572
Atru12G004780	Atru.chr12.573
Atru12G004790	Atru.chr12.574
Atru12G004800	Atru.chr12.575
Atru12G004810	Atru.chr12.576
Atru12G004820	Atru.chr12.577
Atru12G004830	Atru.chr12.578
Atru12G004840	Atru.chr12.579.1
Atru12G004850	Atru.chr12.580
Atru12G004860	Atru.chr12.581
Atru12G004870	Atru.chr12.582
Atru12G004880	Atru.chr12.583
Atru12G004890	Atru.chr12.585
Atru12G004900	Atru.chr12.586
Atru12G004910	Atru.chr12.587
Atru12G004920	Atru.chr12.588
Atru12G004930	Atru.chr12.589
Atru12G004940	Atru.chr12.590
Atru12G004950	Atru.chr12.591
Atru12G004960	Atru.chr12.592
Atru12G004970	Atru.chr12.593
Atru12G004980	Atru.chr12.595
Atru12G004990	Atru.chr12.596
Atru12G005000	Atru.chr12.597
Atru12G005010	Atru.BG.269.p
Atru12G005020	Atru.chr12.601
Atru12G005030	Atru.chr12.602
Atru12G005040	Atru.chr12.603.2
Atru12G005050	Atru.chr12.604
Atru12G005060	Atru.chr12.605
Atru12G005070	Atru.chr12.606
Atru12G005080	Atru.chr12.607
Atru12G005090	Atru.chr12.608
Atru12G005100	Atru.BG.271.p
Atru12G005110	Atru.chr12.609
Atru12G005120	Atru.chr12.610
Atru12G005130	Atru.chr12.611
Atru12G005140	Atru.chr12.612
Atru12G005150	Atru.chr12.614
Atru12G005160	Atru.chr12.616.2
Atru12G005170	Atru.chr12.617
Atru12G005180	Atru.chr12.618
Atru12G005190	Atru.chr12.621
Atru12G005200	Atru.chr12.623
Atru12G005210	Atru.chr12.624
Atru12G005220	Atru.chr12.625
Atru12G005230	Atru.chr12.626
Atru12G005240	Atru.chr12.627
Atru12G005250	Atru.chr12.628
Atru12G005260	Atru.chr12.629
Atru12G005270	Atru.chr12.630.2
Atru12G005280	Atru.chr12.631
Atru12G005290	Atru.chr12.632
Atru12G005300	Atru.chr12.633
Atru12G005310	Atru.chr12.634
Atru12G005320	Atru.chr12.635
Atru12G005330	Atru.chr12.636
Atru12G005340	Atru.chr12.637
Atru12G005350	Atru.chr12.639.1
Atru12G005360	Atru.chr12.644
Atru12G005370	Atru.chr12.645
Atru12G005380	Atru.chr12.646
Atru12G005390	Atru.chr12.647
Atru12G005400	Atru.chr12.648
Atru12G005410	Atru.chr12.649
Atru12G005420	Atru.chr12.650
Atru12G005430	Atru.chr12.651
Atru12G005440	Atru.chr12.652
Atru12G005450	Atru.chr12.653
Atru12G005460	Atru.chr12.654
Atru12G005470	Atru.chr12.656
Atru12G005480	Atru.chr12.657
Atru12G005490	Atru.chr12.658
Atru12G005500	Atru.chr12.659
Atru12G005510	Atru.chr12.660
Atru12G005520	Atru.chr12.662
Atru12G005530	Atru.chr12.663
Atru12G005540	Atru.chr12.664
Atru12G005550	Atru.chr12.665
Atru12G005560	Atru.chr12.666
Atru12G005570	Atru.chr12.667
Atru12G005580	Atru.chr12.668
Atru12G005590	Atru.chr12.669
Atru12G005600	Atru.chr12.670
Atru12G005610	Atru.chr12.671
Atru12G005620	Atru.chr12.672
Atru12G005630	Atru.chr12.673
Atru12G005640	Atru.chr12.674
Atru12G005650	Atru.chr12.675
Atru12G005660	Atru.chr12.676
Atru12G005670	Atru.chr12.677
Atru12G005680	Atru.chr12.678
Atru12G005690	Atru.chr12.679
Atru12G005700	Atru.chr12.680
Atru12G005710	Atru.chr12.682
Atru12G005720	Atru.chr12.683
Atru12G005730	Atru.chr12.684
Atru12G005740	Atru.chr12.685
Atru12G005750	Atru.chr12.686
Atru12G005760	Atru.chr12.687
Atru12G005770	Atru.chr12.689
Atru12G005780	Atru.chr12.691
Atru12G005790	Atru.chr12.692
Atru12G005800	Atru.chr12.694
Atru12G005810	Atru.chr12.695
Atru12G005820	Atru.chr12.697
Atru12G005830	Atru.chr12.698
Atru12G005840	Atru.chr12.699
Atru12G005850	Atru.chr12.700
Atru12G005860	Atru.chr12.701
Atru12G005870	Atru.chr12.702
Atru12G005880	Atru.chr12.703
Atru12G005890	Atru.chr12.704
Atru12G005900	Atru.chr12.705
Atru12G005910	Atru.chr12.707
Atru12G005920	Atru.chr12.708
Atru12G005930	Atru.chr12.710
Atru12G005940	Atru.chr12.711
Atru12G005950	Atru.chr12.712
Atru12G005960	Atru.chr12.713
Atru12G005970	Atru.chr12.714
Atru12G005980	Atru.chr12.715
Atru12G005990	Atru.chr12.716
Atru12G006000	Atru.chr12.717
Atru12G006010	Atru.chr12.718
Atru12G006020	Atru.chr12.719
Atru12G006030	Atru.chr12.720
Atru12G006040	Atru.chr12.721
Atru12G006050	Atru.chr12.722
Atru12G006060	Atru.chr12.723
Atru12G006070	Atru.chr12.724
Atru12G006080	Atru.chr12.725
Atru12G006090	Atru.chr12.726
Atru12G006100	Atru.chr12.727
Atru12G006110	Atru.chr12.728
Atru12G006120	Atru.chr12.729
Atru12G006130	Atru.chr12.730
Atru12G006140	Atru.chr12.731
Atru12G006150	Atru.chr12.732
Atru12G006160	Atru.chr12.733
Atru12G006170	Atru.chr12.734.2
Atru12G006180	Atru.chr12.735
Atru12G006190	Atru.chr12.737
Atru12G006200	Atru.chr12.738
Atru12G006210	Atru.chr12.739
Atru12G006220	Atru.chr12.740
Atru12G006230	Atru.chr12.741
Atru12G006240	Atru.BG.272.p
Atru12G006250	Atru.chr12.743
Atru12G006260	Atru.chr12.749
Atru12G006270	Atru.chr12.750
Atru12G006280	Atru.chr12.751
Atru12G006290	Atru.chr12.753
Atru12G006300	Atru.chr12.755
Atru12G006310	Atru.chr12.756
Atru12G006320	Atru.chr12.757
Atru12G006330	Atru.chr12.758
Atru12G006340	Atru.chr12.759
Atru12G006350	Atru.chr12.760
Atru12G006360	Atru.chr12.761
Atru12G006370	Atru.chr12.762
Atru12G006380	Atru.chr12.763
Atru12G006390	Atru.chr12.764
Atru12G006400	Atru.chr12.765
Atru12G006410	Atru.chr12.766
Atru12G006420	Atru.chr12.770
Atru12G006430	Atru.chr12.774
Atru12G006440	Atru.chr12.775
Atru12G006450	Atru.chr12.776
Atru12G006460	Atru.chr12.777
Atru12G006470	Atru.chr12.779
Atru12G006480	Atru.chr12.780
Atru12G006490	Atru.chr12.781
Atru12G006500	Atru.chr12.782
Atru12G006510	Atru.chr12.783
Atru12G006520	Atru.chr12.784
Atru12G006530	Atru.chr12.785
Atru12G006540	Atru.chr12.786
Atru12G006550	Atru.chr12.787
Atru12G006560	Atru.chr12.788
Atru12G006570	Atru.chr12.789
Atru12G006580	Atru.chr12.790
Atru12G006590	Atru.chr12.791
Atru12G006600	Atru.chr12.792
Atru12G006610	Atru.chr12.793
Atru12G006620	Atru.chr12.794
Atru12G006630	Atru.chr12.795
Atru12G006640	Atru.chr12.796
Atru12G006650	Atru.chr12.797
Atru12G006660	Atru.chr12.798
Atru12G006670	Atru.chr12.799
Atru12G006680	Atru.chr12.800
Atru12G006690	Atru.chr12.802
Atru12G006700	Atru.chr12.805.1
Atru12G006710	Atru.chr12.806
Atru12G006720	Atru.chr12.808
Atru12G006730	Atru.chr12.810
Atru12G006740	Atru.chr12.811
Atru12G006750	Atru.chr12.812
Atru12G006760	Atru.chr12.813
Atru12G006770	Atru.chr12.814
Atru12G006780	Atru.chr12.815
Atru12G006790	Atru.chr12.816
Atru12G006800	Atru.chr12.817
Atru12G006810	Atru.chr12.818
Atru12G006820	Atru.chr12.819
Atru12G006830	Atru.chr12.820
Atru12G006840	Atru.chr12.821
Atru12G006850	Atru.chr12.822
Atru12G006860	Atru.chr12.823
Atru12G006870	Atru.chr12.824
Atru12G006880	Atru.chr12.825
Atru12G006890	Atru.chr12.826
Atru12G006900	Atru.chr12.827
Atru12G006910	Atru.chr12.828.1
Atru12G006920	Atru.chr12.829
Atru12G006930	Atru.chr12.830
Atru12G006940	Atru.chr12.831
Atru12G006950	Atru.chr12.833
Atru12G006960	Atru.chr12.834
Atru12G006970	Atru.chr12.835
Atru12G006980	Atru.chr12.836
Atru12G006990	Atru.chr12.837
Atru12G007000	Atru.chr12.838
Atru12G007010	Atru.chr12.843
Atru12G007020	Atru.BG.260.p
Atru12G007030	Atru.chr12.845
Atru12G007040	Atru.chr12.846
Atru12G007050	Atru.chr12.847
Atru12G007060	Atru.chr12.848
Atru12G007070	Atru.chr12.849
Atru12G007080	Atru.chr12.854
Atru12G007090	Atru.chr12.855
Atru12G007100	Atru.chr12.856
Atru12G007110	Atru.chr12.857
Atru12G007120	Atru.chr12.858.1
Atru12G007130	Atru.chr12.859
Atru12G007140	Atru.chr12.861
Atru12G007150	Atru.chr12.862
Atru12G007160	Atru.chr12.866.1
Atru12G007170	Atru.chr12.869
Atru12G007180	Atru.chr12.870
Atru12G007190	Atru.chr12.871
Atru12G007200	Atru.chr12.872
Atru12G007210	Atru.chr12.873
Atru12G007220	Atru.chr12.874
Atru12G007230	Atru.chr12.875
Atru12G007240	Atru.chr12.876
Atru12G007250	Atru.chr12.877
Atru12G007260	Atru.chr12.878
Atru12G007270	Atru.chr12.879
Atru12G007280	Atru.chr12.880.1
Atru12G007290	Atru.chr12.881
Atru12G007300	Atru.chr12.882
Atru12G007310	Atru.chr12.885
Atru12G007320	Atru.chr12.886
Atru12G007330	Atru.chr12.887
Atru12G007340	Atru.chr12.888
Atru12G007350	Atru.chr12.889
Atru12G007360	Atru.chr12.891
Atru12G007370	Atru.chr12.892
Atru12G007380	Atru.chr12.893
Atru12G007390	Atru.chr12.894
Atru12G007400	Atru.chr12.895
Atru12G007410	Atru.chr12.896
Atru12G007420	Atru.chr12.897
Atru12G007430	Atru.chr12.898
Atru12G007440	Atru.chr12.899
Atru12G007450	Atru.chr12.901
Atru12G007460	Atru.chr12.903
Atru12G007470	Atru.chr12.904
Atru12G007480	Atru.chr12.905
Atru12G007490	Atru.chr12.906
Atru12G007500	Atru.chr12.907
Atru12G007510	Atru.chr12.908
Atru12G007520	Atru.chr12.909
Atru12G007530	Atru.chr12.910
Atru12G007540	Atru.chr12.911
Atru12G007550	Atru.chr12.912
Atru12G007560	Atru.chr12.913
Atru12G007570	Atru.chr12.914
Atru12G007580	Atru.chr12.915
Atru12G007590	Atru.chr12.916
Atru12G007600	Atru.chr12.917
Atru12G007610	Atru.chr12.921
Atru12G007620	Atru.chr12.922
Atru12G007630	Atru.chr12.923
Atru12G007640	Atru.chr12.924
Atru12G007650	Atru.chr12.925
Atru12G007660	Atru.BG.264.p
Atru12G007670	Atru.chr12.927
Atru12G007680	Atru.chr12.928_Atru.chr12.929
Atru12G007690	Atru.chr12.930
Atru12G007700	Atru.chr12.931
Atru12G007710	Atru.chr12.932
Atru12G007720	Atru.chr12.933
Atru12G007730	Atru.chr12.934
Atru12G007740	Atru.chr12.935
Atru12G007750	Atru.chr12.936
Atru12G007760	Atru.chr12.937
Atru12G007770	Atru.chr12.938
Atru12G007780	Atru.chr12.942
Atru12G007790	Atru.chr12.943
Atru12G007800	Atru.chr12.945
Atru12G007810	Atru.chr12.946
Atru12G007820	Atru.chr12.947
Atru12G007830	Atru.chr12.948
Atru12G007840	Atru.chr12.949
Atru12G007850	Atru.chr12.950
Atru12G007860	Atru.chr12.951
Atru12G007870	Atru.chr12.952.1
Atru12G007880	Atru.chr12.953
Atru12G007890	Atru.chr12.954
Atru12G007900	Atru.chr12.955
Atru12G007910	Atru.chr12.956
Atru12G007920	Atru.chr12.957
Atru12G007930	Atru.chr12.958
Atru12G007940	Atru.chr12.959
Atru12G007950	Atru.chr12.960
Atru12G007960	Atru.chr12.961
Atru12G007970	Atru.chr12.962
Atru12G007980	Atru.chr12.963
Atru12G007990	Atru.chr12.964
Atru12G008000	Atru.chr12.965
Atru12G008010	Atru.chr12.966
Atru12G008020	Atru.chr12.967
Atru12G008030	Atru.chr12.969
Atru12G008040	Atru.chr12.970
Atru12G008050	Atru.chr12.971
Atru12G008060	Atru.chr12.972
Atru12G008070	Atru.chr12.973
Atru12G008080	Atru.chr12.974
Atru12G008090	Atru.chr12.975
Atru12G008100	Atru.chr12.976
Atru12G008110	Atru.chr12.977
Atru12G008120	Atru.chr12.978
Atru12G008130	Atru.chr12.979
Atru12G008140	Atru.chr12.980
Atru12G008150	Atru.chr12.981
Atru12G008160	Atru.chr12.983
Atru12G008170	Atru.chr12.984
Atru12G008180	Atru.chr12.987
Atru12G008190	Atru.chr12.990
Atru12G008200	Atru.chr12.989
Atru12G008210	Atru.chr12.991
Atru12G008220	Atru.chr12.993
Atru12G008230	Atru.chr12.994
Atru12G008240	Atru.chr12.995
Atru12G008250	Atru.chr12.996
Atru12G008260	Atru.chr12.997
Atru12G008270	Atru.chr12.998
Atru12G008280	Atru.chr12.999
Atru12G008290	Atru.chr12.1000
Atru12G008300	Atru.chr12.1001
Atru12G008310	Atru.chr12.1002
Atru12G008320	Atru.chr12.1003
Atru12G008330	Atru.chr12.1004
Atru12G008340	Atru.chr12.1005
Atru12G008350	Atru.chr12.1006
Atru12G008360	Atru.chr12.1007
Atru12G008370	Atru.chr12.1008
Atru12G008380	Atru.chr12.1009
Atru12G008390	Atru.chr12.1010
Atru12G008400	Atru.chr12.1012
Atru12G008410	Atru.chr12.1011
Atru12G008420	Atru.chr12.1013
Atru12G008430	Atru.chr12.1014
Atru12G008440	Atru.chr12.1015
Atru12G008450	Atru.chr12.1016
Atru12G008460	Atru.chr12.1018
Atru12G008470	Atru.chr12.1019
Atru12G008480	Atru.chr12.1020
Atru12G008490	Atru.chr12.1021.1
Atru12G008500	Atru.chr12.1022
Atru12G008510	Atru.chr12.1023
Atru12G008520	Atru.chr12.1024
Atru12G008530	Atru.chr12.1025
Atru12G008540	Atru.chr12.1026
Atru12G008550	Atru.chr12.1028
Atru12G008560	Atru.chr12.1029
Atru12G008570	Atru.chr12.1030
Atru12G008580	Atru.chr12.1031
Atru12G008590	Atru.chr12.1033
Atru12G008600	Atru.chr12.1035
Atru12G008610	Atru.chr12.1036
Atru12G008620	Atru.chr12.1038
Atru12G008630	Atru.chr12.1039
Atru12G008640	Atru.chr12.1040
Atru12G008650	Atru.chr12.1041
Atru12G008660	Atru.chr12.1043
Atru12G008670	Atru.chr12.1044
Atru12G008680	Atru.chr12.1045
Atru12G008690	Atru.chr12.1046
Atru12G008700	Atru.chr12.1047.2
Atru12G008710	Atru.chr12.1049
Atru12G008720	Atru.chr12.1050.1
Atru12G008730	Atru.chr12.1051
Atru12G008740	Atru.chr12.1052
Atru12G008750	Atru.chr12.1053
Atru12G008760	Atru.chr12.1054_Atru.chr12.1055
Atru12G008770	Atru.chr12.1056
Atru12G008780	Atru.chr12.1057
Atru12G008790	Atru.chr12.1058
Atru12G008800	Atru.chr12.1059
Atru12G008810	Atru.chr12.1060
Atru12G008820	Atru.chr12.1061
Atru12G008830	Atru.chr12.1062
Atru12G008840	Atru.BG.262.p
Atru12G008850	Atru.chr12.1064
Atru12G008860	Atru.chr12.1065
Atru12G008870	Atru.chr12.1066
Atru12G008880	Atru.chr12.1067
Atru12G008890	Atru.chr12.1068
Atru12G008900	Atru.chr12.1069
Atru12G008910	Atru.chr12.1070
Atru12G008920	Atru.chr12.1071.1
Atru12G008930	Atru.chr12.1072
Atru12G008940	Atru.chr12.1073
Atru12G008950	Atru.chr12.1074
Atru12G008960	Atru.chr12.1075
Atru12G008970	Atru.chr12.1076
Atru12G008980	Atru.chr12.1077
Atru12G008990	Atru.chr12.1079
Atru12G009000	Atru.chr12.1081
Atru12G009010	Atru.chr12.1082
Atru12G009020	Atru.chr12.1084
Atru12G009030	Atru.chr12.1085
Atru12G009040	Atru.chr12.1086
Atru12G009050	Atru.chr12.1087
Atru12G009060	Atru.chr12.1088
Atru12G009070	Atru.chr12.1089
Atru12G009080	Atru.chr12.1090
Atru12G009090	Atru.chr12.1091
Atru12G009100	Atru.chr12.1092
Atru12G009110	Atru.chr12.1093
Atru12G009120	Atru.chr12.1094
Atru12G009130	Atru.chr12.1095
Atru12G009140	Atru.chr12.1096
Atru12G009150	Atru.chr12.1097
Atru12G009160	Atru.chr12.1098
Atru12G009170	Atru.chr12.1100
Atru12G009180	Atru.chr12.1105
Atru12G009190	Atru.chr12.1106
Atru12G009200	Atru.chr12.1107
Atru12G009210	Atru.chr12.1108
Atru12G009220	Atru.chr12.1110
Atru12G009230	Atru.chr12.1111
Atru12G009240	Atru.chr12.1112
Atru12G009250	Atru.chr12.1114
Atru12G009260	Atru.chr12.1115
Atru12G009270	Atru.chr12.1116
Atru12G009280	Atru.chr12.1117
Atru12G009290	Atru.chr12.1118
Atru12G009300	Atru.chr12.1119
Atru12G009310	Atru.chr12.1120
Atru12G009320	Atru.chr12.1121
Atru12G009330	Atru.chr12.1122
Atru12G009340	Atru.chr12.1123
Atru12G009350	Atru.chr12.1124
Atru12G009360	Atru.chr12.1125
Atru12G009370	Atru.chr12.1128
Atru12G009380	Atru.chr12.1129
Atru12G009390	Atru.chr12.1131
Atru12G009400	Atru.chr12.1132.1
Atru12G009410	Atru.chr12.1134
Atru12G009420	Atru.chr12.1135
Atru12G009430	Atru.chr12.1136
Atru12G009440	Atru.chr12.1137
Atru12G009450	Atru.chr12.1138
Atru12G009460	Atru.chr12.1139
Atru12G009470	Atru.chr12.1140
Atru12G009480	Atru.BG.266.p
Atru12G009490	Atru.chr12.1141
Atru12G009500	Atru.chr12.1142
Atru12G009510	Atru.chr12.1143
Atru12G009520	Atru.chr12.1144
Atru12G009530	Atru.chr12.1145
Atru12G009540	Atru.chr12.1146
Atru12G009550	Atru.chr12.1147
Atru12G009560	Atru.chr12.1148
Atru12G009570	Atru.chr12.1149
Atru12G009580	Atru.chr12.1151
Atru12G009590	Atru.chr12.1152
Atru12G009600	Atru.chr12.1153
Atru12G009610	Atru.chr12.1154
Atru12G009620	Atru.chr12.1155
Atru12G009630	Atru.chr12.1156
Atru12G009640	Atru.chr12.1157
Atru12G009650	Atru.chr12.1158
Atru12G009660	Atru.chr12.1159
Atru12G009670	Atru.chr12.1161
Atru12G009680	Atru.chr12.1162
Atru12G009690	Atru.chr12.1163
Atru12G009700	Atru.chr12.1164
Atru12G009710	Atru.chr12.1166
Atru12G009720	Atru.chr12.1167
Atru12G009730	Atru.chr12.1168
Atru12G009740	Atru.chr12.1169.1
Atru12G009750	Atru.chr12.1171
Atru12G009760	Atru.chr12.1172
Atru12G009770	Atru.chr12.1173
Atru12G009780	Atru.chr12.1174
Atru12G009790	Atru.chr12.1176
Atru12G009800	Atru.chr12.1177
Atru12G009810	Atru.chr12.1179
Atru12G009820	Atru.chr12.1180
Atru12G009830	Atru.chr12.1181.1
Atru12G009840	Atru.chr12.1182
Atru12G009850	Atru.chr12.1183
Atru12G009860	Atru.chr12.1185
Atru12G009870	Atru.chr12.1186
Atru12G009880	Atru.chr12.1187
Atru12G009890	Atru.chr12.1188
Atru12G009900	Atru.chr12.1189
Atru12G009910	Atru.chr12.1190
Atru12G009920	Atru.chr12.1192.1
Atru12G009930	Atru.chr12.1193
Atru12G009940	Atru.chr12.1194
Atru12G009950	Atru.chr12.1197
Atru12G009960	Atru.chr12.1198
Atru12G009970	Atru.chr12.1199
Atru12G009980	Atru.chr12.1201
Atru12G009990	Atru.chr12.1203
Atru12G010000	Atru.chr12.1204
Atru12G010010	Atru.chr12.1205
Atru12G010020	Atru.chr12.1206
Atru12G010030	Atru.chr12.1207
Atru12G010040	Atru.chr12.1212
Atru12G010050	Atru.chr12.1215
Atru12G010060	Atru.chr12.1216
Atru12G010070	Atru.chr12.1217
Atru12G010080	Atru.chr12.1219
Atru12G010090	Atru.chr12.1221
Atru12G010100	Atru.chr12.1222
Atru12G010110	Atru.chr12.1225
Atru12G010120	Atru.chr12.1226
Atru12G010130	Atru.chr12.1227
Atru12G010140	Atru.chr12.1228
Atru12G010150	Atru.chr12.1229
Atru12G010160	Atru.chr12.1230
Atru12G010170	Atru.chr12.1231
Atru12G010180	Atru.chr12.1232
Atru12G010190	Atru.chr12.1233
Atru12G010200	Atru.chr12.1237
Atru12G010210	Atru.chr12.1238
Atru12G010220	Atru.chr12.1240
Atru12G010230	Atru.chr12.1241
Atru12G010240	Atru.chr12.1242
Atru12G010250	Atru.chr12.1243
Atru12G010260	Atru.chr12.1245
Atru12G010270	Atru.chr12.1246
Atru12G010280	Atru.chr12.1247
Atru12G010290	Atru.chr12.1248
Atru12G010300	Atru.chr12.1250
Atru12G010310	Atru.chr12.1251
Atru12G010320	Atru.chr12.1252
Atru12G010330	Atru.chr12.1253
Atru12G010340	Atru.chr12.1255
Atru12G010350	Atru.chr12.1256
Atru12G010360	Atru.BG.258.p
Atru12G010370	Atru.chr12.1257
Atru12G010380	Atru.chr12.1258
Atru12G010390	Atru.chr12.1259
Atru12G010400	Atru.chr12.1260
Atru12G010410	Atru.chr12.1261
Atru12G010420	Atru.chr12.1264
Atru12G010430	Atru.chr12.1265
Atru12G010440	Atru.chr12.1266
Atru12G010450	Atru.chr12.1267
Atru12G010460	Atru.chr12.1269
Atru12G010470	Atru.chr12.1270
Atru12G010480	Atru.chr12.1271
Atru12G010490	Atru.chr12.1272
Atru12G010500	Atru.chr12.1273
Atru12G010510	Atru.chr12.1275
Atru12G010520	Atru.chr12.1276
Atru12G010530	Atru.chr12.1277
Atru12G010540	Atru.chr12.1278
Atru12G010550	Atru.chr12.1279
Atru12G010560	Atru.chr12.1280
Atru12G010570	Atru.chr12.1285
Atru12G010580	Atru.chr12.1286
Atru12G010590	Atru.chr12.1287
Atru12G010600	Atru.chr12.1288
Atru12G010610	Atru.chr12.1289
Atru12G010620	Atru.chr12.1290
Atru12G010630	Atru.chr12.1292
Atru12G010640	Atru.chr12.1293
Atru12G010650	Atru.chr12.1294
Atru12G010660	Atru.chr12.1295
Atru12G010670	Atru.chr12.1296
Atru12G010680	Atru.chr12.1298
Atru12G010690	Atru.chr12.1299
Atru12G010700	Atru.chr12.1301
Atru12G010710	Atru.chr12.1303
Atru12G010720	Atru.chr12.1304
Atru12G010730	Atru.chr12.1305
Atru12G010740	Atru.chr12.1306
Atru12G010750	Atru.chr12.1307
Atru12G010760	Atru.chr12.1308
Atru12G010770	Atru.chr12.1309
Atru12G010780	Atru.chr12.1310
Atru12G010790	Atru.chr12.1311
Atru12G010800	Atru.chr12.1312
Atru12G010810	Atru.chr12.1313
Atru12G010820	Atru.chr12.1314
Atru12G010830	Atru.chr12.1316
Atru12G010840	Atru.chr12.1317
Atru12G010850	Atru.chr12.1320
Atru12G010860	Atru.chr12.1321
Atru12G010870	Atru.chr12.1322
Atru12G010880	Atru.BG.257.p
Atru12G010890	Atru.chr12.1324
Atru12G010900	Atru.chr12.1326
Atru12G010910	Atru.chr12.1327
Atru12G010920	Atru.chr12.1328
Atru12G010930	Atru.chr12.1329
Atru12G010940	Atru.chr12.1330
Atru12G010950	Atru.chr12.1331
Atru12G010960	Atru.chr12.1332
Atru12G010970	Atru.chr12.1333
Atru12G010980	Atru.chr12.1334
Atru12G010990	Atru.chr12.1335
Atru12G011000	Atru.chr12.1336
Atru12G011010	Atru.chr12.1337
Atru12G011020	Atru.chr12.1338
Atru12G011030	Atru.chr12.1339
Atru12G011040	Atru.chr12.1340
Atru12G011050	Atru.chr12.1341
Atru12G011060	Atru.chr12.1342
Atru12G011070	Atru.chr12.1343
Atru12G011080	Atru.chr12.1344
Atru12G011090	Atru.chr12.1346
Atru12G011100	Atru.chr12.1347
Atru12G011110	Atru.chr12.1348
Atru12G011120	Atru.chr12.1349
Atru12G011130	Atru.chr12.1353
Atru12G011140	Atru.chr12.1356
Atru12G011150	Atru.chr12.1357
Atru12G011160	Atru.chr12.1358
Atru12G011170	Atru.chr12.1359
Atru12G011180	Atru.chr12.1360
Atru12G011190	Atru.chr12.1362
Atru12G011200	Atru.chr12.1363
Atru12G011210	Atru.chr12.1365
Atru12G011220	Atru.chr12.1368
Atru12G011230	Atru.chr12.1369
Atru12G011240	Atru.chr12.1371
Atru12G011250	Atru.chr12.1377
Atru12G011260	Atru.chr12.1378
Atru12G011270	Atru.chr12.1379
Atru12G011280	Atru.chr12.1380
Atru12G011290	Atru.chr12.1381
