Asac12G016960.1	ACSA_00001
Asac012S000060.1	ACSA_29191
Asac08G021820.1	ACSA_29192
Asac10G002530.1	ACSA_29193
Asac13G016540.1	ACSA_29194
Asac11G015660.1	ACSA_29195
Asac01G019860.1	ACSA_29196
Asac13G004960.1	ACSA_29197
Asac06G025910.1	ACSA_29198
Asac05G011910.1	ACSA_29199
Asac11G018040.1	ACSA_29200
Asac08G025650.1	ACSA_29201
Asac12G025510.1	ACSA_29202
Asac13G022810.1	ACSA_29203
Asac13G005770.1	ACSA_29204
Asac09G002760.1	ACSA_29205
Asac04G015010.1	ACSA_29206
Asac06G023360.1	ACSA_29207
Asac01G007510.1	ACSA_29208
Asac02G021000.1	ACSA_29209
Asac04G014300.1	ACSA_29210
Asac03G030060.1	ACSA_29211
Asac07G005790.1	ACSA_29212
Asac13G017420.1	ACSA_29213
Asac06G021570.1	ACSA_29214
Asac10G008200.1	ACSA_29215
Asac01G015580.1	ACSA_29216
Asac01G010720.1	ACSA_29217
Asac05G017760.1	ACSA_29218
Asac02G030250.1	ACSA_29219
Asac03G031980.1	ACSA_29220
Asac13G005910.1	ACSA_29221
Asac10G006380.1	ACSA_29222
Asac06G005170.1	ACSA_29223
Asac13G011100.1	ACSA_29224
Asac12G019480.1	ACSA_29225
Asac07G022210.1	ACSA_29226
Asac02G016120.1	ACSA_29227
Asac08G011340.1	ACSA_29228
Asac01G039800.1	ACSA_29229
Asac13G002780.1	ACSA_29230
Asac04G008920.1	ACSA_29231
Asac13G011010.1	ACSA_29232
Asac12G005960.1	ACSA_29233
Asac09G022250.1	ACSA_29234
Asac03G001210.1	ACSA_29235
Asac02G016270.1	ACSA_29236
Asac07G010270.1	ACSA_29237
Asac06G004780.1	ACSA_29238
Asac13G006070.1	ACSA_29239
Asac11G001240.1	ACSA_29240
Asac11G012500.1	ACSA_29241
Asac09G001970.1	ACSA_29242
Asac01G001630.1	ACSA_29243
Asac01G023330.1	ACSA_29244
Asac01G032580.1	ACSA_29245
Asac02G010470.1	ACSA_29246
Asac04G012140.1	ACSA_29247
Asac08G003870.1	ACSA_29248
Asac05G034050.1	ACSA_29249
Asac06G002380.1	ACSA_29250
Asac01G029160.1	ACSA_29251
Asac01G001200.1	ACSA_29252
Asac02G008520.1	ACSA_29253
Asac08G007610.1	ACSA_29254
Asac03G025330.1	ACSA_29255
Asac04G003410.1	ACSA_29256
Asac05G010190.1	ACSA_29257
Asac11G018300.1	ACSA_29258
Asac02G032000.1	ACSA_29259
Asac08G002690.1	ACSA_29260
Asac12G022740.1	ACSA_29261
Asac09G020750.1	ACSA_29262
Asac07G015890.1	ACSA_29263
Asac09G001230.1	ACSA_29264
Asac02G016610.1	ACSA_29265
Asac06G019440.1	ACSA_29266
Asac06G012940.1	ACSA_29267
Asac01G005790.1	ACSA_29268
Asac11G002420.1	ACSA_29269
Asac01G040870.1	ACSA_29270
Asac028S000290.1	ACSA_29271
Asac12G023850.1	ACSA_29272
Asac02G009850.1	ACSA_29273
Asac04G019420.1	ACSA_29274
Asac11G016790.1	ACSA_29275
Asac13G003610.1	ACSA_29276
Asac01G016230.1	ACSA_29277
Asac01G015300.1	ACSA_29278
Asac02G032990.1	ACSA_29279
Asac03G002590.1	ACSA_29280
Asac04G022960.1	ACSA_29281
Asac07G003780.1	ACSA_29282
Asac03G018960.1	ACSA_29283
Asac03G013670.1	ACSA_29284
Asac13G015980.1	ACSA_29285
Asac05G023080.1	ACSA_29286
Asac05G005490.1	ACSA_29287
Asac05G014920.1	ACSA_29288
Asac08G007370.1	ACSA_29289
Asac09G022370.1	ACSA_29290
Asac06G002220.1	ACSA_29291
Asac03G015430.1	ACSA_29292
Asac11G001490.1	ACSA_29293
Asac06G001100.1	ACSA_29294
Asac01G030540.1	ACSA_29295
Asac09G023740.1	ACSA_29296
Asac03G016100.1	ACSA_29297
Asac09G002460.1	ACSA_29298
Asac02G022580.1	ACSA_29299
Asac02G039550.1	ACSA_29300
Asac13G008300.1	ACSA_29301
Asac09G006000.1	ACSA_29302
Asac08G001580.1	ACSA_29303
Asac11G012450.1	ACSA_29304
Asac05G008100.1	ACSA_29305
Asac09G022310.1	ACSA_29306
Asac05G012060.1	ACSA_29307
Asac05G025660.1	ACSA_29308
Asac12G010080.1	ACSA_29309
Asac07G005190.1	ACSA_29310
Asac01G036980.1	ACSA_29311
Asac12G003930.1	ACSA_29312
Asac11G002220.1	ACSA_29313
Asac06G021610.1	ACSA_29314
Asac03G031290.1	ACSA_29315
Asac09G011250.1	ACSA_29316
Asac12G004990.1	ACSA_29317
Asac07G015850.1	ACSA_29318
Asac05G034170.1	ACSA_29319
Asac09G001650.1	ACSA_29320
Asac09G014350.1	ACSA_29321
Asac05G009020.1	ACSA_29322
Asac05G014620.1	ACSA_29323
Asac04G024910.1	ACSA_29324
Asac08G000300.1	ACSA_29325
Asac08G012700.1	ACSA_29326
Asac12G001820.1	ACSA_29327
Asac02G015370.1	ACSA_29328
Asac02G041410.1	ACSA_29329
Asac03G011650.1	ACSA_29330
Asac08G002350.1	ACSA_29331
Asac09G008540.1	ACSA_29332
Asac09G001030.1	ACSA_29333
Asac08G019210.1	ACSA_29334
Asac08G004420.1	ACSA_29335
Asac09G013610.1	ACSA_29336
Asac11G016550.1	ACSA_29337
Asac08G015660.1	ACSA_29338
Asac01G039890.1	ACSA_29339
Asac05G009820.1	ACSA_29340
Asac13G018290.1	ACSA_29341
Asac13G021770.1	ACSA_29342
Asac12G012060.1	ACSA_29343
Asac04G020020.1	ACSA_29344
Asac05G004210.1	ACSA_29345
Asac04G000730.1	ACSA_29346
Asac03G014200.1	ACSA_29347
Asac03G007530.1	ACSA_29348
Asac12G011790.1	ACSA_29349
Asac09G005560.1	ACSA_29350
Asac08G020260.1	ACSA_29351
Asac01G016620.1	ACSA_29352
Asac06G018540.1	ACSA_29353
Asac06G009040.1	ACSA_29354
Asac03G020020.1	ACSA_29355
Asac02G004710.1	ACSA_29356
Asac09G020890.1	ACSA_29357
Asac13G017710.1	ACSA_29358
Asac053S000010.1	ACSA_29359
Asac07G005140.1	ACSA_29360
Asac04G014560.1	ACSA_29361
Asac03G024660.1	ACSA_29362
Asac05G032270.1	ACSA_29363
Asac09G022700.1	ACSA_29364
Asac04G010260.1	ACSA_29365
Asac10G016170.1	ACSA_29366
Asac02G009980.1	ACSA_29367
Asac10G016640.1	ACSA_29368
Asac07G013320.1	ACSA_29369
Asac02G001940.1	ACSA_29370
Asac13G007930.1	ACSA_29371
Asac03G021230.1	ACSA_29372
Asac02G012250.1	ACSA_29373
Asac05G032240.1	ACSA_29374
Asac03G000020.1	ACSA_29375
Asac03G012050.1	ACSA_29376
Asac03G019420.1	ACSA_29377
Asac03G025510.1	ACSA_29378
Asac07G004100.1	ACSA_29379
Asac09G015670.1	ACSA_29380
Asac09G009690.1	ACSA_29381
Asac13G008970.1	ACSA_29382
Asac09G016230.1	ACSA_29383
Asac027S000050.1	ACSA_29384
Asac01G017100.1	ACSA_29385
Asac01G027030.1	ACSA_29386
Asac05G021790.1	ACSA_29387
Asac09G014190.1	ACSA_29388
Asac12G012350.1	ACSA_29389
Asac02G011800.1	ACSA_29390
Asac04G015180.1	ACSA_29391
Asac09G014360.1	ACSA_29392
Asac07G021810.1	ACSA_29393
Asac09G016830.1	ACSA_29394
Asac13G001620.1	ACSA_29395
Asac02G000130.1	ACSA_29396
Asac03G030820.1	ACSA_29397
Asac08G012480.1	ACSA_29398
Asac05G027360.1	ACSA_29399
Asac07G001350.1	ACSA_29400
Asac06G021200.1	ACSA_29401
Asac11G012640.1	ACSA_29402
Asac11G020420.1	ACSA_29403
Asac05G026230.1	ACSA_29404
Asac01G000570.1	ACSA_29405
Asac02G042640.1	ACSA_29406
Asac11G008740.1	ACSA_29407
Asac02G040270.1	ACSA_29408
Asac03G004850.1	ACSA_29409
Asac04G022340.1	ACSA_29410
Asac02G005670.1	ACSA_29411
Asac11G003530.1	ACSA_29412
Asac11G005610.1	ACSA_29413
Asac01G025970.1	ACSA_29414
Asac12G003310.1	ACSA_29415
Asac227S000030.1	ACSA_29416
Asac10G017390.1	ACSA_29417
Asac05G034620.1	ACSA_29418
Asac06G003510.1	ACSA_29419
Asac06G007810.1	ACSA_29420
Asac03G030210.1	ACSA_29421
Asac07G019370.1	ACSA_29422
Asac01G000380.1	ACSA_29423
Asac10G003750.1	ACSA_29424
Asac12G018050.1	ACSA_29425
Asac12G013460.1	ACSA_29426
Asac02G002590.1	ACSA_29427
Asac12G023140.1	ACSA_29428
Asac08G004330.1	ACSA_29429
Asac06G009210.1	ACSA_29430
Asac08G011380.1	ACSA_29431
Asac02G041280.1	ACSA_29432
Asac07G020160.1	ACSA_29433
Asac02G033580.1	ACSA_29434
Asac12G001960.1	ACSA_29435
Asac12G015980.1	ACSA_29436
Asac07G015300.1	ACSA_29437
Asac02G039800.1	ACSA_29438
Asac10G005670.1	ACSA_29439
Asac04G001450.1	ACSA_29440
Asac09G027860.1	ACSA_29441
Asac13G018790.1	ACSA_29442
Asac05G021150.1	ACSA_29443
Asac04G000800.1	ACSA_29444
Asac07G021110.1	ACSA_29445
Asac04G006880.1	ACSA_29446
Asac13G002420.1	ACSA_29447
Asac05G009480.1	ACSA_29448
Asac03G036670.1	ACSA_29449
Asac10G014270.1	ACSA_29450
Asac02G017230.1	ACSA_29451
Asac06G020470.1	ACSA_29452
Asac10G020350.1	ACSA_29453
Asac05G004340.1	ACSA_29454
Asac04G024350.1	ACSA_29455
Asac02G021700.1	ACSA_29456
Asac09G024530.1	ACSA_29457
Asac09G022420.1	ACSA_29458
Asac03G036450.1	ACSA_29459
Asac02G039500.1	ACSA_29460
Asac01G011330.1	ACSA_29461
Asac01G011870.1	ACSA_29462
Asac02G006190.1	ACSA_29463
Asac04G024850.1	ACSA_29464
Asac02G024750.1	ACSA_29465
Asac05G013670.1	ACSA_29466
Asac01G027620.1	ACSA_29467
Asac05G028580.1	ACSA_29468
Asac02G016140.1	ACSA_29469
Asac06G002330.1	ACSA_29470
Asac11G004420.1	ACSA_29471
Asac214S000010.1	ACSA_29472
Asac08G009920.1	ACSA_29473
Asac13G016730.1	ACSA_29474
Asac05G021680.1	ACSA_29475
Asac02G041660.1	ACSA_29476
Asac03G025120.1	ACSA_29477
Asac06G025300.1	ACSA_29478
Asac01G003850.1	ACSA_29479
Asac09G023840.1	ACSA_29480
Asac11G015410.1	ACSA_29481
Asac09G005630.1	ACSA_29482
Asac02G032490.1	ACSA_29483
Asac06G022170.1	ACSA_29484
Asac05G003300.1	ACSA_29485
Asac08G012170.1	ACSA_29486
Asac143S000020.1	ACSA_29487
Asac13G021240.1	ACSA_29488
Asac121S000040.1	ACSA_29489
Asac09G003590.1	ACSA_29490
Asac12G007580.1	ACSA_29491
Asac13G007640.1	ACSA_29492
Asac02G021800.1	ACSA_29493
Asac08G021740.1	ACSA_29494
Asac03G000330.1	ACSA_29495
Asac11G015640.1	ACSA_29496
Asac03G003230.1	ACSA_29497
Asac09G014270.1	ACSA_29498
Asac02G023370.1	ACSA_29499
Asac13G020920.1	ACSA_29500
Asac08G017540.1	ACSA_29501
Asac02G004530.1	ACSA_29502
Asac121S000020.1	ACSA_29503
Asac12G022010.1	ACSA_29504
Asac13G000160.1	ACSA_29505
Asac13G008400.1	ACSA_29506
Asac03G021460.1	ACSA_29507
Asac01G000850.1	ACSA_29508
Asac02G002620.1	ACSA_29509
Asac03G000520.1	ACSA_29510
Asac01G008470.1	ACSA_29511
Asac02G041370.1	ACSA_29512
Asac02G010800.1	ACSA_29513
Asac03G024380.1	ACSA_29514
Asac02G016280.1	ACSA_29515
Asac05G008350.1	ACSA_29516
Asac01G013220.1	ACSA_29517
Asac07G019140.1	ACSA_29518
Asac08G010020.1	ACSA_29519
Asac02G001250.1	ACSA_29520
Asac11G015920.1	ACSA_29521
Asac11G007680.1	ACSA_29522
Asac08G002200.1	ACSA_29523
Asac07G000610.1	ACSA_29524
Asac02G013520.1	ACSA_29525
Asac02G014620.1	ACSA_29526
Asac09G022920.1	ACSA_29527
Asac02G039230.1	ACSA_29528
Asac03G007130.1	ACSA_29529
Asac08G012100.1	ACSA_29530
Asac11G019340.1	ACSA_29531
Asac01G013030.1	ACSA_29532
Asac12G024120.1	ACSA_29533
Asac03G022290.1	ACSA_29534
Asac10G018990.1	ACSA_29535
Asac10G004000.1	ACSA_29536
Asac03G020100.1	ACSA_29537
Asac02G029700.1	ACSA_29538
Asac02G017550.1	ACSA_29539
Asac07G007250.1	ACSA_29540
Asac06G013400.1	ACSA_29541
Asac09G004200.1	ACSA_29542
Asac13G020170.1	ACSA_29543
Asac13G004780.1	ACSA_29544
Asac09G012490.1	ACSA_29545
Asac040S000080.1	ACSA_29546
Asac13G018080.1	ACSA_29547
Asac07G005680.1	ACSA_29548
Asac06G020290.1	ACSA_29549
Asac05G003250.1	ACSA_29550
Asac04G022850.1	ACSA_29551
Asac07G005080.1	ACSA_29552
Asac08G002670.1	ACSA_29553
Asac09G028200.1	ACSA_29554
Asac07G018860.1	ACSA_29555
Asac01G022530.1	ACSA_29556
Asac01G003460.1	ACSA_29557
Asac02G030440.1	ACSA_29558
Asac05G006060.1	ACSA_29559
Asac08G019170.1	ACSA_29560
Asac030S000070.1	ACSA_29561
Asac12G016570.1	ACSA_29562
Asac06G005630.1	ACSA_29563
Asac02G038580.1	ACSA_29564
Asac02G022860.1	ACSA_29565
Asac03G015850.1	ACSA_29566
Asac07G014360.1	ACSA_29567
Asac01G013810.1	ACSA_29568
Asac10G019160.1	ACSA_29569
Asac07G019730.1	ACSA_29570
Asac04G002300.1	ACSA_29571
Asac06G019120.1	ACSA_29572
Asac10G022250.1	ACSA_29573
Asac09G024920.1	ACSA_29574
Asac01G035490.1	ACSA_29575
Asac07G008420.1	ACSA_29576
Asac05G031110.1	ACSA_29577
Asac01G011590.1	ACSA_29578
Asac01G006310.1	ACSA_29579
Asac01G001320.1	ACSA_29580
Asac02G001190.1	ACSA_29581
Asac01G008720.1	ACSA_29582
Asac11G014590.1	ACSA_29583
Asac01G038090.1	ACSA_29584
Asac02G038750.1	ACSA_29585
Asac07G009180.1	ACSA_29586
Asac05G018150.1	ACSA_29587
Asac12G010590.1	ACSA_29588
Asac12G008740.1	ACSA_29589
Asac10G025100.1	ACSA_29590
Asac03G033320.1	ACSA_29591
Asac03G004330.1	ACSA_29592
Asac04G022330.1	ACSA_29593
Asac12G016200.1	ACSA_29594
Asac08G013950.1	ACSA_29595
Asac12G000410.1	ACSA_29596
Asac12G005130.1	ACSA_29597
Asac07G005180.1	ACSA_29598
Asac11G006170.1	ACSA_29599
Asac02G026610.1	ACSA_29600
Asac09G014090.1	ACSA_29601
Asac05G001390.1	ACSA_29602
Asac03G006750.1	ACSA_29603
Asac11G010420.1	ACSA_29604
Asac13G000800.1	ACSA_29605
Asac09G000680.1	ACSA_29606
Asac10G019280.1	ACSA_29607
Asac02G005530.1	ACSA_29608
Asac03G029260.1	ACSA_29609
Asac04G003710.1	ACSA_29610
Asac01G037810.1	ACSA_29611
Asac03G027470.1	ACSA_29612
Asac10G009240.1	ACSA_29613
Asac03G015550.1	ACSA_29614
Asac02G020480.1	ACSA_29615
Asac12G021400.1	ACSA_29616
Asac04G019230.1	ACSA_29617
Asac12G009210.1	ACSA_29618
Asac08G020570.1	ACSA_29619
Asac02G042780.1	ACSA_29620
Asac03G018470.1	ACSA_29621
Asac13G019000.1	ACSA_29622
Asac04G022220.1	ACSA_29623
Asac05G034420.1	ACSA_29624
Asac05G027680.1	ACSA_29625
Asac12G014520.1	ACSA_29626
Asac10G002570.1	ACSA_29627
Asac01G028800.1	ACSA_29628
Asac01G012470.1	ACSA_29629
Asac11G020090.1	ACSA_29630
Asac01G018970.1	ACSA_29631
Asac01G014830.1	ACSA_29632
Asac13G019770.1	ACSA_29633
Asac05G015690.1	ACSA_29634
Asac13G002990.1	ACSA_29635
Asac13G005580.1	ACSA_29636
Asac01G010910.1	ACSA_29637
Asac11G011630.1	ACSA_29638
Asac07G008480.1	ACSA_29639
Asac09G011300.1	ACSA_29640
Asac02G040490.1	ACSA_29641
Asac06G008650.1	ACSA_29642
Asac018S000100.1	ACSA_29643
Asac09G015130.1	ACSA_29644
Asac08G009630.1	ACSA_29645
Asac09G001400.1	ACSA_29646
Asac01G003170.1	ACSA_29647
Asac02G011370.1	ACSA_29648
Asac13G007990.1	ACSA_29649
Asac10G016990.1	ACSA_29650
Asac03G025910.1	ACSA_29651
Asac01G011860.1	ACSA_29652
Asac11G013510.1	ACSA_29653
Asac02G014070.1	ACSA_29654
Asac09G005980.1	ACSA_29655
Asac11G003340.1	ACSA_29656
Asac11G002490.1	ACSA_29657
Asac03G001400.1	ACSA_29658
Asac07G015410.1	ACSA_29659
Asac05G026510.1	ACSA_29660
Asac12G020950.1	ACSA_29661
Asac05G000490.1	ACSA_29662
Asac01G029340.1	ACSA_29663
Asac06G019150.1	ACSA_29664
Asac06G011090.1	ACSA_29665
Asac03G015030.1	ACSA_29666
Asac03G007980.1	ACSA_29667
Asac08G013700.1	ACSA_29668
Asac08G025600.1	ACSA_29669
Asac13G009470.1	ACSA_29670
Asac03G021500.1	ACSA_29671
Asac02G026700.1	ACSA_29672
Asac10G002120.1	ACSA_29673
Asac05G016330.1	ACSA_29674
Asac07G023110.1	ACSA_29675
Asac02G033330.1	ACSA_29676
Asac13G016040.1	ACSA_29677
Asac02G020970.1	ACSA_29678
Asac04G013380.1	ACSA_29679
Asac12G006830.1	ACSA_29680
Asac10G019390.1	ACSA_29681
Asac12G013780.1	ACSA_29682
Asac09G029720.1	ACSA_29683
Asac02G017120.1	ACSA_29684
Asac04G008730.1	ACSA_29685
Asac04G016370.1	ACSA_29686
Asac03G020730.1	ACSA_29687
Asac06G010120.1	ACSA_29688
Asac01G009640.1	ACSA_29689
Asac11G021030.1	ACSA_29690
Asac06G019040.1	ACSA_29691
Asac10G002780.1	ACSA_29692
Asac04G017730.1	ACSA_29693
Asac05G014570.1	ACSA_29694
Asac10G004630.1	ACSA_29695
Asac07G009290.1	ACSA_29696
Asac08G021990.1	ACSA_29697
Asac06G005650.1	ACSA_29698
Asac03G021810.1	ACSA_29699
Asac02G002370.1	ACSA_29700
Asac01G001000.1	ACSA_29701
Asac03G023360.1	ACSA_29702
Asac01G028710.1	ACSA_29703
Asac11G016460.1	ACSA_29704
Asac03G029940.1	ACSA_29705
Asac01G023020.1	ACSA_29706
Asac05G004960.1	ACSA_29707
Asac10G015770.1	ACSA_29708
Asac05G002570.1	ACSA_29709
Asac04G016680.1	ACSA_29710
Asac11G015870.1	ACSA_29711
Asac08G003720.1	ACSA_29712
Asac02G014080.1	ACSA_29713
Asac04G011120.1	ACSA_29714
Asac02G033400.1	ACSA_29715
Asac049S000040.1	ACSA_29716
Asac09G024960.1	ACSA_29717
Asac04G024930.1	ACSA_29718
Asac08G015390.1	ACSA_29719
Asac02G030560.1	ACSA_29720
Asac07G013540.1	ACSA_29721
Asac09G012900.1	ACSA_29722
Asac05G025940.1	ACSA_29723
Asac13G019490.1	ACSA_29724
Asac05G001780.1	ACSA_29725
Asac12G012890.1	ACSA_29726
Asac04G017840.1	ACSA_29727
Asac06G001660.1	ACSA_29728
Asac04G002270.1	ACSA_29729
Asac03G017240.1	ACSA_29730
Asac12G009260.1	ACSA_29731
Asac021S000020.1	ACSA_29732
Asac10G017760.1	ACSA_29733
Asac08G019670.1	ACSA_29734
Asac02G000120.1	ACSA_29735
Asac01G039130.1	ACSA_29736
Asac04G015350.1	ACSA_29737
Asac01G022640.1	ACSA_29738
Asac10G024440.1	ACSA_29739
Asac04G004810.1	ACSA_29740
Asac01G017220.1	ACSA_29741
Asac11G000860.1	ACSA_29742
Asac04G008610.1	ACSA_29743
Asac10G021690.1	ACSA_29744
Asac01G035050.1	ACSA_29745
Asac11G009590.1	ACSA_29746
Asac03G025140.1	ACSA_29747
Asac12G023340.1	ACSA_29748
Asac08G024780.1	ACSA_29749
Asac05G000460.1	ACSA_29750
Asac09G021590.1	ACSA_29751
Asac03G002940.1	ACSA_29752
Asac10G024140.1	ACSA_29753
Asac09G015250.1	ACSA_29754
Asac09G021410.1	ACSA_29755
Asac02G010440.1	ACSA_29756
Asac07G008300.1	ACSA_29757
Asac03G015180.1	ACSA_29758
Asac01G012940.1	ACSA_29759
Asac03G020910.1	ACSA_29760
Asac02G006070.1	ACSA_29761
Asac10G015340.1	ACSA_29762
Asac08G018310.1	ACSA_29763
Asac01G008580.1	ACSA_29764
Asac05G003490.1	ACSA_29765
Asac01G016930.1	ACSA_29766
Asac02G038230.1	ACSA_29767
Asac05G019320.1	ACSA_29768
Asac05G012020.1	ACSA_29769
Asac04G000970.1	ACSA_29770
Asac01G030550.1	ACSA_29771
Asac07G013570.1	ACSA_29772
Asac10G008970.1	ACSA_29773
Asac06G007450.1	ACSA_29774
Asac03G036110.1	ACSA_29775
Asac05G000760.1	ACSA_29776
Asac11G007170.1	ACSA_29777
Asac12G007280.1	ACSA_29778
Asac03G036590.1	ACSA_29779
Asac03G008510.1	ACSA_29780
Asac10G022950.1	ACSA_29781
Asac12G021860.1	ACSA_29782
Asac13G012400.1	ACSA_29783
Asac04G013020.1	ACSA_29784
Asac08G019020.1	ACSA_29785
Asac06G020610.1	ACSA_29786
Asac01G017070.1	ACSA_29787
Asac01G028240.1	ACSA_29788
Asac13G008800.1	ACSA_29789
Asac01G012860.1	ACSA_29790
Asac02G028010.1	ACSA_29791
Asac10G010240.1	ACSA_29792
Asac08G010150.1	ACSA_29793
Asac05G025710.1	ACSA_29794
Asac04G002290.1	ACSA_29795
Asac03G017290.1	ACSA_29796
Asac01G001820.1	ACSA_29797
Asac228S000080.1	ACSA_29798
Asac01G037480.1	ACSA_29799
Asac03G032100.1	ACSA_29800
Asac10G005770.1	ACSA_29801
Asac10G011310.1	ACSA_29802
Asac02G030510.1	ACSA_29803
Asac07G006810.1	ACSA_29804
Asac04G008710.1	ACSA_29805
Asac11G005130.1	ACSA_29806
Asac068S000120.1	ACSA_29807
Asac09G003970.1	ACSA_29808
Asac06G023800.1	ACSA_29809
Asac01G001070.1	ACSA_29810
Asac01G039670.1	ACSA_29811
Asac11G001660.1	ACSA_29812
Asac04G007810.1	ACSA_29813
Asac047S000010.1	ACSA_29814
Asac08G016110.1	ACSA_29815
Asac05G028270.1	ACSA_29816
Asac02G004210.1	ACSA_29817
Asac06G008490.1	ACSA_29818
Asac04G023000.1	ACSA_29819
Asac12G021450.1	ACSA_29820
Asac03G006950.1	ACSA_29821
Asac01G014730.1	ACSA_29822
Asac10G007260.1	ACSA_29823
Asac05G023610.1	ACSA_29824
Asac04G001390.1	ACSA_29825
Asac06G018330.1	ACSA_29826
Asac12G001070.1	ACSA_29827
Asac05G016280.1	ACSA_29828
Asac11G022600.1	ACSA_29829
Asac03G003940.1	ACSA_29830
Asac09G004230.1	ACSA_29831
Asac07G020400.1	ACSA_29832
Asac04G024760.1	ACSA_29833
Asac01G004570.1	ACSA_29834
Asac12G003900.1	ACSA_29835
Asac01G011300.1	ACSA_29836
Asac02G015090.1	ACSA_29837
Asac02G000670.1	ACSA_29838
Asac13G022580.1	ACSA_29839
Asac09G015730.1	ACSA_29840
Asac02G026290.1	ACSA_29841
Asac03G026850.1	ACSA_29842
Asac12G004940.1	ACSA_29843
Asac09G003440.1	ACSA_29844
Asac03G035610.1	ACSA_29845
Asac09G008440.1	ACSA_29846
Asac04G016280.1	ACSA_29847
Asac05G031390.1	ACSA_29848
Asac08G018110.1	ACSA_29849
Asac03G003190.1	ACSA_29850
Asac10G008800.1	ACSA_29851
Asac08G007500.1	ACSA_29852
Asac03G035670.1	ACSA_29853
Asac08G015410.1	ACSA_29854
Asac06G024830.1	ACSA_29855
Asac10G008500.1	ACSA_29856
Asac01G038570.1	ACSA_29857
Asac09G004160.1	ACSA_29858
Asac05G013370.1	ACSA_29859
Asac08G022560.1	ACSA_29860
Asac05G026490.1	ACSA_29861
Asac01G022370.1	ACSA_29862
Asac01G028930.1	ACSA_29863
Asac01G018040.1	ACSA_29864
Asac01G038280.1	ACSA_29865
Asac01G033610.1	ACSA_29866
Asac06G008720.1	ACSA_29867
Asac04G012670.1	ACSA_29868
Asac12G022960.1	ACSA_29869
Asac12G008590.1	ACSA_29870
Asac08G020850.1	ACSA_29871
Asac07G011900.1	ACSA_29872
Asac03G017260.1	ACSA_29873
Asac01G024390.1	ACSA_29874
Asac10G001170.1	ACSA_29875
Asac01G009490.1	ACSA_29876
Asac09G026870.1	ACSA_29877
Asac03G004680.1	ACSA_29878
Asac13G008840.1	ACSA_29879
Asac05G005700.1	ACSA_29880
Asac06G004960.1	ACSA_29881
Asac01G015940.1	ACSA_29882
Asac02G025270.1	ACSA_29883
Asac05G011500.1	ACSA_29884
Asac02G001180.1	ACSA_29885
Asac10G006310.1	ACSA_29886
Asac02G023210.1	ACSA_29887
Asac01G012520.1	ACSA_29888
Asac11G004780.1	ACSA_29889
Asac03G035380.1	ACSA_29890
Asac04G011800.1	ACSA_29891
Asac07G023680.1	ACSA_29892
Asac08G017320.1	ACSA_29893
Asac05G009340.1	ACSA_29894
Asac08G007770.1	ACSA_29895
Asac12G011410.1	ACSA_29896
Asac01G015670.1	ACSA_29897
Asac05G015920.1	ACSA_29898
Asac118S000020.1	ACSA_29899
Asac06G013480.1	ACSA_29900
Asac02G014660.1	ACSA_29901
Asac02G000520.1	ACSA_29902
Asac03G005940.1	ACSA_29903
Asac08G001320.1	ACSA_29904
Asac07G009630.1	ACSA_29905
Asac04G007750.1	ACSA_29906
Asac02G012620.1	ACSA_29907
Asac04G000330.1	ACSA_29908
Asac11G023170.1	ACSA_29909
Asac02G041400.1	ACSA_29910
Asac08G010200.1	ACSA_29911
Asac03G013550.1	ACSA_29912
Asac07G017210.1	ACSA_29913
Asac008S000020.1	ACSA_29914
Asac01G021590.1	ACSA_29915
Asac09G008230.1	ACSA_29916
Asac02G033370.1	ACSA_29917
Asac02G020300.1	ACSA_29918
Asac01G031470.1	ACSA_29919
Asac05G013950.1	ACSA_29920
Asac06G021140.1	ACSA_29921
Asac09G018370.1	ACSA_29922
Asac06G012640.1	ACSA_29923
Asac06G021530.1	ACSA_29924
Asac01G024950.1	ACSA_29925
Asac03G004360.1	ACSA_29926
Asac11G015200.1	ACSA_29927
Asac07G010150.1	ACSA_29928
Asac05G022070.1	ACSA_29929
Asac10G011810.1	ACSA_29930
Asac02G012140.1	ACSA_29931
Asac01G022840.1	ACSA_29932
Asac03G024020.1	ACSA_29933
Asac09G009930.1	ACSA_29934
Asac10G018370.1	ACSA_29935
Asac01G035150.1	ACSA_29936
Asac12G010510.1	ACSA_29937
Asac05G011710.1	ACSA_29938
Asac02G039100.1	ACSA_29939
Asac02G024410.1	ACSA_29940
Asac11G014580.1	ACSA_29941
Asac02G031960.1	ACSA_29942
Asac05G003170.1	ACSA_29943
Asac11G013760.1	ACSA_29944
Asac08G013840.1	ACSA_29945
Asac08G009910.1	ACSA_29946
Asac06G026070.1	ACSA_29947
Asac12G004170.1	ACSA_29948
Asac10G015940.1	ACSA_29949
Asac03G016200.1	ACSA_29950
Asac07G022150.1	ACSA_29951
Asac04G003860.1	ACSA_29952
Asac07G015000.1	ACSA_29953
Asac04G017890.1	ACSA_29954
Asac13G001720.1	ACSA_29955
Asac07G024170.1	ACSA_29956
Asac02G008590.1	ACSA_29957
Asac10G013170.1	ACSA_29958
Asac12G012300.1	ACSA_29959
Asac03G001340.1	ACSA_29960
Asac11G004370.1	ACSA_29961
Asac09G007930.1	ACSA_29962
Asac08G019100.1	ACSA_29963
Asac12G012560.1	ACSA_29964
Asac09G007760.1	ACSA_29965
Asac05G016620.1	ACSA_29966
